pid,GN,Description,sig126,sig127N,sig127C,sig128N,sig128C,sig129N,sig129C,sig130N,sig130C,sig131N,sig131C
Q8CII2,Cdc123,Cell division cycle protein 123 homolog OS=Mus musculus OX=10090 GN=Cdc123 PE=1 SV=2,28131.22168,23280.94058,26499.72197,26322.04814,27111.21524,25999.7512,22556.46027,26885.10118,31149.1238,23407.92091,28537.85225
Q8R349,Cdc16,Cell division cycle protein 16 homolog OS=Mus musculus OX=10090 GN=Cdc16 PE=1 SV=1,93536.90993,89344.11213,97426.12983,108944.1538,101718.4221,103622.4182,92400.56556,102626.8567,101009.3303,105061.6987,100822.3433
Q8BGZ4,Cdc23,Cell division cycle protein 23 homolog OS=Mus musculus OX=10090 GN=Cdc23 PE=1 SV=2,163189.5294,176091.8123,139363.3758,167858.1491,161330.7706,170886.2513,142762.3094,166945.2197,164743.8671,169111.1849,148844.91
G3X8W7,Cdc23,Cell division cycle protein 23 homolog OS=Mus musculus OX=10090 GN=Cdc23 PE=1 SV=1,163189.5294,176091.8123,139363.3758,167858.1491,161330.7706,170886.2513,142762.3094,166945.2197,164743.8671,169111.1849,148844.91
Q99JP4,Cdc26,Anaphase-promoting complex subunit CDC26 OS=Mus musculus OX=10090 GN=Cdc26 PE=1 SV=1,25589.29867,15343.57867,29870.46436,24264.83395,30202.00674,21743.25005,23954.03989,25218.55983,30556.26915,26351.76006,24479.41491
A2A6Q5,Cdc27,Cell division cycle protein 27 homolog OS=Mus musculus OX=10090 GN=Cdc27 PE=1 SV=1,39416.43697,36326.19417,34329.38682,37066.34664,42793.00301,38475.18262,33618.11084,37229.48056,37221.86437,39229.74379,37406.02452
Q8CFI2,Cdc34,Ubiquitin-conjugating enzyme E2 R1 OS=Mus musculus OX=10090 GN=Cdc34 PE=1 SV=1,45907.30374,52202.44039,42676.54248,45626.74258,43339.16169,44756.59713,40058.43102,44767.83627,58700.72627,45928.51121,42179.46799
A0A140T8I4,Cdc34b,Cell division cycle 34B OS=Mus musculus OX=10090 GN=Cdc34b PE=3 SV=1,43790.02043,43644.39457,40437.42816,36787.7139,44129.88094,35581.0187,35032.75726,34566.1351,61892.12428,37908.10786,37458.15115
Q61081,Cdc37,Hsp90 co-chaperone Cdc37 OS=Mus musculus OX=10090 GN=Cdc37 PE=1 SV=1,787553.0619,751327.8385,726233.3498,765273.4963,791833.4652,781171.7015,769717.932,784683.0854,566715.8554,782623.8746,789797.9081
Q9CZP7,Cdc37l1,Hsp90 co-chaperone Cdc37-like 1 OS=Mus musculus OX=10090 GN=Cdc37l1 PE=1 SV=1,216378.4349,195520.3625,180061.9325,181795.3985,217542.5564,174739.6486,179875.2521,182160.4345,193580.8047,173432.9967,188336.1437
Q9DC48,Cdc40,Pre-mRNA-processing factor 17 OS=Mus musculus OX=10090 GN=Cdc40 PE=2 SV=1,54152.5999,55982.72725,57614.33373,53336.07139,49913.72771,64614.82419,67151.87778,61484.32545,42823.47389,76009.4789,60189.72037
P60766,Cdc42,Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2,1882133.931,1331382.078,1625275.048,1721150.65,1997218.569,1672239.123,1587982.418,1591073.159,2033425.581,1541333.331,1765583.845
Q3UU96,Cdc42bpa,Serine/threonine-protein kinase MRCK alpha OS=Mus musculus OX=10090 GN=Cdc42bpa PE=1 SV=2,545442.1648,480332.6401,411806.1046,433063.4115,520885.0522,447452.4401,428735.5868,456454.6162,489993.6326,468492.6208,462912.2244
A0A1D5RLQ9,Cdc42bpa,Non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Cdc42bpa PE=1 SV=1,543924.4783,482134.012,412465.9966,434833.4703,518052.2194,447073.7873,429848.8153,456843.4042,484840.5027,470636.7908,463943.1175
F6W0C2,Cdc42bpa,Non-specific serine/threonine protein kinase (Fragment) OS=Mus musculus OX=10090 GN=Cdc42bpa PE=1 SV=1,215826.3165,173681.0974,159119.057,157895.5928,216979.5292,187276.1486,169705.5255,174793.422,196050.6599,193886.8177,184251.8717
Q7TT50,Cdc42bpb,Serine/threonine-protein kinase MRCK beta OS=Mus musculus OX=10090 GN=Cdc42bpb PE=1 SV=2,542757.5567,475722.9687,518395.2809,523143.7165,521179.7727,486400.2479,527058.1072,542098.911,479940.5378,469698.8943,496912.0404
Q80UW5,Cdc42bpg,Serine/threonine-protein kinase MRCK gamma OS=Mus musculus OX=10090 GN=Cdc42bpg PE=1 SV=2,144101.5391,109685.1293,118677.9897,128892.6078,132650.74,117906.6076,124384.6307,137332.8072,97417.11891,112347.7253,118214.3685
Q91W92,Cdc42ep1,Cdc42 effector protein 1 OS=Mus musculus OX=10090 GN=Cdc42ep1 PE=1 SV=1,129229.3736,75783.8355,85411.83941,81412.44637,121136.6415,84471.25229,82852.4545,83323.37878,132481.4479,79155.73877,94305.61902
Q8JZX9,Cdc42ep2,Cdc42 effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42ep2 PE=1 SV=1,30136.32624,17087.47823,15267.59071,16954.90865,25295.91232,17064.54593,17183.76874,15246.50843,24574.6923,17109.46135,18827.80508
Q9JM96,Cdc42ep4,Cdc42 effector protein 4 OS=Mus musculus OX=10090 GN=Cdc42ep4 PE=1 SV=1,296595.8478,291232.9959,307939.6719,244582.5163,285164.1271,248551.4212,293026.7407,228326.2126,277988.7113,269798.3596,272810.1808
A2A6Q2,Cdc42ep4,Cdc42 effector protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Cdc42ep4 PE=1 SV=8,297469.012,260567.6457,302175.3581,232686.6424,288962.373,254451.3961,306939.6277,231272.4901,274481.3849,293926.2369,275062.1691
Q8BHL7,Cdc42se1,CDC42 small effector protein 1 OS=Mus musculus OX=10090 GN=Cdc42se1 PE=1 SV=1,77205.99851,56310.34366,59512.86259,57853.39438,92648.53671,51430.06981,65911.17786,47267.36129,94979.34486,67498.87139,74966.85182
Q8BGH7,Cdc42se2,CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1,23190.98425,20494.0051,18636.76447,22145.03124,20919.87161,21293.23139,22239.77462,21035.88032,23746.46171,18502.22224,18375.98323
Q6A068,Cdc5l,Cell division cycle 5-like protein OS=Mus musculus OX=10090 GN=Cdc5l PE=1 SV=2,209560.916,193196.1091,237018.9381,215731.1478,210399.6541,204500.1698,230561.1977,209772.8971,174510.6182,206711.9832,218897.0366
Q8JZM7,Cdc73,Parafibromin OS=Mus musculus OX=10090 GN=Cdc73 PE=1 SV=1,59049.71573,50060.26561,61051.64527,61894.23226,60682.53735,61441.78238,59453.81681,57503.34724,53914.34864,59300.91257,56828.86123
P70408,Cdh10,Cadherin-10 OS=Mus musculus OX=10090 GN=Cdh10 PE=1 SV=3,230090.0724,234738.092,272847.9838,232251.0869,211285.0197,208728.8582,264814.5122,224498.1173,211350.7527,218517.5701,223986.6419
P55288,Cdh11,Cadherin-11 OS=Mus musculus OX=10090 GN=Cdh11 PE=1 SV=1,227313.1527,287865.2973,243506.7624,211153.3326,227432.6242,261747.6791,230322.4458,214130.6721,194980.7352,279272.5872,236178.7036
Q5RJH3,Cdh12,Cadherin-12 OS=Mus musculus OX=10090 GN=Cdh12 PE=2 SV=1,39179.21512,45165.54212,54536.47564,44845.65233,39999.9357,45474.96142,51758.34964,47833.73615,42586.70054,47867.68085,48802.13722
Q9WTR5,Cdh13,Cadherin-13 OS=Mus musculus OX=10090 GN=Cdh13 PE=1 SV=2,491684.435,340180.6775,333566.2224,569235.8234,504313.1883,412248.1768,330838.664,525785.8199,401411.6793,424676.2805,433252.7573
E9Q9Q6,Cdh18,Cadherin 18 OS=Mus musculus OX=10090 GN=Cdh18 PE=1 SV=1,45205.80595,43475.25999,54274.19018,46220.18254,44539.9315,47475.58389,46483.23247,49321.59247,60023.01968,42667.62078,45465.8755
B2RXP4,Cdh19,"Cadherin 19, type 2 OS=Mus musculus OX=10090 GN=Cdh19 PE=2 SV=1",20158.61073,18356.44161,19138.51976,18054.6984,22726.4271,18337.85441,17020.41461,13981.65297,26847.9068,12495.75273,21472.13242
P15116,Cdh2,Cadherin-2 OS=Mus musculus OX=10090 GN=Cdh2 PE=1 SV=2,498980.8366,575396.2595,545942.0574,563252.7339,501224.7502,584551.2016,497418.8802,536741.4281,463310.2767,563765.7723,548121.7783
Q9Z0M3,Cdh20,Cadherin-20 OS=Mus musculus OX=10090 GN=Cdh20 PE=2 SV=1,21472.01903,21409.15785,21778.64414,16815.32711,15537.77074,21689.7656,24379.05936,19775.98003,9731.348254,20678.53241,21234.7557
Q9WTP5,Cdh22,Cadherin-22 OS=Mus musculus OX=10090 GN=Cdh22 PE=1 SV=2,28165.35597,19245.21529,38481.09402,27274.01256,29900.49046,18918.12507,34459.02419,31964.3453,27386.38907,19759.3676,29203.28198
Q6PFX6,Cdh24,Cadherin-24 OS=Mus musculus OX=10090 GN=Cdh24 PE=2 SV=1,86081.17019,83949.51185,113060.3871,91877.02369,84193.94081,115274.3303,108594.6239,86064.92825,75455.7996,108186.0499,89740.09765
P39038,Cdh4,Cadherin-4 OS=Mus musculus OX=10090 GN=Cdh4 PE=2 SV=1,48272.24888,53076.65326,50565.46191,59046.42677,46241.91918,55165.53408,50317.09365,59826.68796,40184.11851,55668.48525,53715.26478
P55284,Cdh5,Cadherin-5 OS=Mus musculus OX=10090 GN=Cdh5 PE=1 SV=2,51229.80861,47894.9591,57207.27497,57394.34004,54534.63863,56711.28963,63765.45714,74254.05062,57471.34119,49993.58429,61706.38131
P97326,Cdh6,Cadherin-6 OS=Mus musculus OX=10090 GN=Cdh6 PE=1 SV=2,163364.8441,149612.4375,260857.6287,200268.1279,159662.6836,143570.3172,259110.9705,197792.621,150732.1724,134111.1711,184047.867
Q8BM92,Cdh7,Cadherin-7 OS=Mus musculus OX=10090 GN=Cdh7 PE=1 SV=1,40896.99786,29449.04845,63216.2112,49814.08228,38188.90394,36844.63375,64486.76654,46610.12353,35270.48405,25789.69987,43598.45392
P97291,Cdh8,Cadherin-8 OS=Mus musculus OX=10090 GN=Cdh8 PE=1 SV=2,124057.521,180922.2782,150192.6746,128178.119,135660.1635,160363.7106,124623.1047,129990.3937,126857.8633,164196.6716,141850.584
Q8C9N7,NA,Uncharacterized protein OS=Mus musculus OX=10090 PE=2 SV=1,17426.15569,33924.17382,24161.54593,18037.16778,18189.44725,24376.19864,17681.89394,20347.75025,21562.11343,24274.66564,21694.34058
P70407,Cdh9,Cadherin-9 OS=Mus musculus OX=10090 GN=Cdh9 PE=2 SV=2,129367.4092,153770.0589,129691.3464,126532.0802,133005.1424,148977.9318,121886.8964,119922.8378,123593.1678,160778.2532,137746.2732
Q9DB75,Cdip1,Cell death-inducing p53-target protein 1 OS=Mus musculus OX=10090 GN=Cdip1 PE=2 SV=1,262139.6831,263043.3545,256843.9222,266837.6021,236415.5716,292721.2031,247333.0388,264145.4301,188779.5748,268976.3791,307184.1821
Q8VDP6,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Mus musculus OX=10090 GN=Cdipt PE=1 SV=1,189567.938,140829.7617,201758.8219,183090.9223,177458.4175,172409.0769,200774.2932,188931.6026,192812.1552,162461.9659,177388.2393
P24788,Cdk11b,Cyclin-dependent kinase 11B OS=Mus musculus OX=10090 GN=Cdk11b PE=1 SV=2,52974.7467,48086.19054,56432.61665,61238.67478,51219.38657,61344.45065,60547.52155,62612.74877,47299.03826,55158.72041,55179.42153
Q14AX6,Cdk12,Cyclin-dependent kinase 12 OS=Mus musculus OX=10090 GN=Cdk12 PE=1 SV=2,233277.3264,203731.9296,197160.9512,120889.9431,222049.9635,201536.2164,200166.0059,158885.767,154958.4805,228541.4743,184124.405
Q69ZA1,Cdk13,Cyclin-dependent kinase 13 OS=Mus musculus OX=10090 GN=Cdk13 PE=1 SV=3,118932.3625,62406.76263,88943.35657,115191.8577,111017.0551,90963.50181,79188.14248,95854.35803,136441.1443,88523.7737,93607.6949
O35495,Cdk14,Cyclin-dependent kinase 14 OS=Mus musculus OX=10090 GN=Cdk14 PE=1 SV=2,267449.5957,339902.1591,257262.8718,251695.2993,252318.338,312812.2896,266794.676,264492.2422,229681.4462,316059.6843,276253.2934
D3YV23,Cdk14,Cyclin-dependent kinase 14 (Fragment) OS=Mus musculus OX=10090 GN=Cdk14 PE=1 SV=1,130693.8757,107881.8236,125410.1078,113597.9498,120126.676,130803.8588,129429.5784,118989.9635,87969.93523,148022.0756,134040.0816
Q04735,Cdk16,Cyclin-dependent kinase 16 OS=Mus musculus OX=10090 GN=Cdk16 PE=1 SV=1,340383.0708,266589.1099,311716.6504,296737.2909,324298.9204,281360.4142,312176.8036,331757.5711,356210.179,276360.0027,295418.9789
Q8K0D0,Cdk17,Cyclin-dependent kinase 17 OS=Mus musculus OX=10090 GN=Cdk17 PE=1 SV=2,326320.2215,299008.6487,304883.8535,321122.0501,316881.3272,277475.6474,299869.0379,332835.3885,356258.8001,275069.8308,297053.4739
Q04899,Cdk18,Cyclin-dependent kinase 18 OS=Mus musculus OX=10090 GN=Cdk18 PE=1 SV=1,286269.5784,190180.3121,182243.1163,235581.4491,278532.6932,211715.5616,176763.7922,259129.0441,377712.2737,210858.355,228281.6319
Q8BWD8,Cdk19,Cyclin-dependent kinase 19 OS=Mus musculus OX=10090 GN=Cdk19 PE=2 SV=1,42189.03045,48000.10046,49985.61075,42252.63917,46213.76221,48021.3411,51716.89921,43123.65319,55093.47687,43012.35751,46257.50581
Q9JHU3,Cdk20,Cyclin-dependent kinase 20 OS=Mus musculus OX=10090 GN=Cdk20 PE=1 SV=1,1856189.425,1690131.39,1684701.351,1701583.935,1678068.055,1570880.691,1599901.591,1852537.695,1971671.102,1614123.901,1713203.37
O35207,Cdk2ap1,Cyclin-dependent kinase 2-associated protein 1 OS=Mus musculus OX=10090 GN=Cdk2ap1 PE=1 SV=2,61371.17912,59957.77289,88302.89249,63122.31595,71085.2004,65773.41491,72966.77638,56877.79159,60569.37454,60436.23738,66076.71836
P30285,Cdk4,Cyclin-dependent kinase 4 OS=Mus musculus OX=10090 GN=Cdk4 PE=1 SV=1,20572.16748,30214.1526,24508.51531,26493.01146,23952.53493,24825.84644,18552.88867,27197.84945,29978.35904,24489.39157,25809.7816
P49615,Cdk5,Cyclin-dependent-like kinase 5 OS=Mus musculus OX=10090 GN=Cdk5 PE=1 SV=1,644190.3482,682295.137,624487.332,638605.9767,659230.7992,621005.3753,652159.4859,670725.7709,742586.0016,605902.57,622527.0765
P61809,Cdk5r1,Cyclin-dependent kinase 5 activator 1 OS=Mus musculus OX=10090 GN=Cdk5r1 PE=1 SV=1,36047.59158,37804.22413,47437.39434,47753.85827,36075.77107,33590.79977,46074.44055,45085.75925,42962.19459,38272.37595,39528.23271
O35926,Cdk5r2,Cyclin-dependent kinase 5 activator 2 OS=Mus musculus OX=10090 GN=Cdk5r2 PE=1 SV=2,155921.6905,138779.4756,264660.5597,195480.1112,132873.4197,155947.4029,250305.116,213345.8637,150259.1723,140427.1259,201528.2061
Q8K389,Cdk5rap2,CDK5 regulatory subunit-associated protein 2 OS=Mus musculus OX=10090 GN=Cdk5rap2 PE=1 SV=3,92996.60827,104374.3114,119718.7317,104939.7472,94520.11222,120005.8913,109018.9553,97605.98015,86534.39678,97968.96935,118951.8546
Q99LM2,Cdk5rap3,CDK5 regulatory subunit-associated protein 3 OS=Mus musculus OX=10090 GN=Cdk5rap3 PE=1 SV=1,90051.6234,79379.97612,78708.20016,76365.16709,87244.1805,68600.72497,78344.52546,78718.85601,94686.45342,71305.40031,74086.66529
A2A6E0,Cdk5rap3,CDK5 regulatory subunit-associated protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Cdk5rap3 PE=1 SV=1,24134.53996,24802.03801,15205.31617,17377.02807,19794.15812,17568.03153,19348.18355,18346.97059,30277.34072,15725.7247,16152.73519
Q8R3L8,Cdk8,Cyclin-dependent kinase 8 OS=Mus musculus OX=10090 GN=Cdk8 PE=1 SV=3,42189.03045,48000.10046,49985.61075,42252.63917,46213.76221,48021.3411,51716.89921,43123.65319,55093.47687,43012.35751,46257.50581
Q99J95,Cdk9,Cyclin-dependent kinase 9 OS=Mus musculus OX=10090 GN=Cdk9 PE=1 SV=1,26650.90596,23961.63437,33050.23776,20319.65588,25535.58561,22973.05589,26868.53668,23656.06827,21768.01916,24869.82,25577.6379
Q91WE6,Cdkal1,Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Mus musculus OX=10090 GN=Cdkal1 PE=1 SV=1,17252.51407,17263.83421,17511.77927,15260.86243,19359.09374,17113.79726,16619.67814,18139.50886,25079.65248,17562.81268,17826.85715
Q3UTQ8,Cdkl5,Cyclin-dependent kinase-like 5 OS=Mus musculus OX=10090 GN=Cdkl5 PE=1 SV=1,269034.413,296051.1755,356098.1096,282602.1959,241003.2283,267001.0943,362770.3613,286400.2711,232706.9311,283804.1088,282988.6556
A0A0G2JGW6,Cdkl5,Cyclin-dependent kinase-like 5 OS=Mus musculus OX=10090 GN=Cdkl5 PE=1 SV=1,270425.0919,283022.0465,357100.3355,279268.1387,247012.741,265280.2095,366107.6634,290567.023,237072.5326,281338.3745,282221.118
P46414,Cdkn1b,Cyclin-dependent kinase inhibitor 1B OS=Mus musculus OX=10090 GN=Cdkn1b PE=1 SV=2,30420.19962,24666.39176,27338.86941,24119.22741,28615.29633,21020.29621,25834.04022,21573.76649,20658.99233,21420.14839,24445.39231
Q8BI72,Cdkn2aip,CDKN2A-interacting protein OS=Mus musculus OX=10090 GN=Cdkn2aip PE=1 SV=1,87760.58426,73313.83731,100079.1435,92967.30603,88744.8423,89183.33554,100461.1328,92874.7533,66667.72883,87170.50283,89074.21742
Q60773,Cdkn2d,Cyclin-dependent kinase 4 inhibitor D OS=Mus musculus OX=10090 GN=Cdkn2d PE=1 SV=2,28515.70151,30565.79607,30951.54793,30417.66666,27130.72435,29050.24394,33010.66318,29992.58663,30396.8502,28142.7957,29882.56152
A2A6T1,Cdr2l,Cerebellar degeneration-related protein 2-like OS=Mus musculus OX=10090 GN=Cdr2l PE=1 SV=1,82617.0316,67599.52224,60185.84283,55978.1486,78070.64216,58428.88884,61014.95651,54655.72679,67533.92145,61761.72266,58233.93022
B7ZMV4,Cdr2l,Cdr2l protein OS=Mus musculus OX=10090 GN=Cdr2l PE=2 SV=1,82617.0316,67599.52224,60185.84283,55978.1486,78070.64216,58428.88884,61014.95651,54655.72679,67533.92145,61761.72266,58233.93022
P98191,Cds1,Phosphatidate cytidylyltransferase 1 OS=Mus musculus OX=10090 GN=Cds1 PE=1 SV=2,138894.542,142101.2917,177961.6943,158850.5765,133016.3519,146372.3873,172110.9144,153969.7652,129718.6826,138582.526,146619.5096
Q99L43,Cds2,Phosphatidate cytidylyltransferase 2 OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1,650572.7154,706571.6348,664151.584,649968.65,611853.4962,664024.3775,648172.8936,651763.8733,481686.2124,678091.8298,629655.4307
Q4VAA2,Cdv3,Protein CDV3 OS=Mus musculus OX=10090 GN=Cdv3 PE=1 SV=2,540843.9159,426034.2877,523425.0495,520117.4342,548416.7697,455965.6823,497211.3437,488728.0885,450996.7686,467399.4869,523452.4385
P53569,Cebpz,CCAAT/enhancer-binding protein zeta OS=Mus musculus OX=10090 GN=Cebpz PE=1 SV=2,13257.31124,8441.215246,14416.60776,11311.80734,16763.55715,15291.03249,17041.68942,16242.1548,20364.14636,14711.13633,13351.68047
P28659,Celf1,CUGBP Elav-like family member 1 OS=Mus musculus OX=10090 GN=Celf1 PE=1 SV=2,559548.0018,543133.1217,654681.4124,672585.9679,566025.7755,618778.7718,661583.6431,689518.4513,622346.201,610365.9692,626806.5714
Q9Z0H4,Celf2,CUGBP Elav-like family member 2 OS=Mus musculus OX=10090 GN=Celf2 PE=1 SV=1,940310.1669,1027471.385,1209219.681,1151720.762,917019.7482,1099968.936,1206482.438,1118509.285,920003.7755,1070842.386,1070448.753
V9GX43,Celf2,CUGBP Elav-like family member 2 (Fragment) OS=Mus musculus OX=10090 GN=Celf2 PE=1 SV=1,943211.95,1025216.285,1206545.717,1157034.492,926909.9417,1093529.341,1197140.471,1103396.016,929910.2921,1071463.179,1072546.997
S4R2L5,Celf2,CUGBP Elav-like family member 2 (Fragment) OS=Mus musculus OX=10090 GN=Celf2 PE=1 SV=1,501446.5672,509083.9915,629824.9698,592527.2154,483184.5536,573375.9321,633908.5312,568822.2363,544974.2872,552342.6731,565235.3506
Q8CIN6,Celf3,CUGBP Elav-like family member 3 OS=Mus musculus OX=10090 GN=Celf3 PE=2 SV=1,111696.3429,73177.17964,104202.5292,102759.5939,108496.9038,112323.9295,122787.0368,116795.0532,93281.67097,114494.9857,110745.1601
Q7TSY6,Celf4,CUGBP Elav-like family member 4 OS=Mus musculus OX=10090 GN=Celf4 PE=1 SV=2,182276.7247,186771.621,186353.9739,208259.8206,180921.9192,218525.2221,194692.1068,221709.9919,204719.8556,207795.3295,197536.4398
A0A5F8MPH2,Celf5,"CUGBP, Elav-like family member 5 OS=Mus musculus OX=10090 GN=Celf5 PE=1 SV=1",109653.9961,115062.0822,121369.6107,127203.8917,111924.6007,121830.6003,119423.6626,130983.8711,123770.7725,119802.621,128521.8689
Q7TN33,Celf6,CUGBP Elav-like family member 6 OS=Mus musculus OX=10090 GN=Celf6 PE=2 SV=1,69948.59915,80742.31494,66240.01139,83292.65398,62247.16949,81982.15984,75876.65246,89641.14825,66599.18159,75128.91776,65437.95521
Q9R0M0,Celsr2,Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus OX=10090 GN=Celsr2 PE=1 SV=3,119573.8352,126224.168,136994.5394,140113.4608,121596.3299,128499.7883,138653.6273,142241.3111,116282.4596,131699.1062,132955.2397
Q5FWI3,Cemip2,Cell surface hyaluronidase OS=Mus musculus OX=10090 GN=Cemip2 PE=1 SV=1,76279.3329,80941.64605,72998.7524,79191.44122,68661.76732,80465.08876,71041.48411,86751.18125,68608.68131,81611.19307,76772.35877
Q9JKC6,Cend1,Cell cycle exit and neuronal differentiation protein 1 OS=Mus musculus OX=10090 GN=Cend1 PE=1 SV=1,9452189.311,9219526.381,11978423.67,10527279.78,8918926.531,10732808.33,11869795.82,10211909.7,6772016.747,11102877.34,10748119.79
Q6RT24,Cenpe,Centromere-associated protein E OS=Mus musculus OX=10090 GN=Cenpe PE=1 SV=1,308603.9864,183669.2526,251918.5135,188527.8247,191327.877,319400.7432,316243.0855,255509.6267,136527.9763,266365.0789,275164.0627
E9QKK1,Cenpe,Centromere-associated protein E OS=Mus musculus OX=10090 GN=Cenpe PE=1 SV=1,376613.8169,200536.4096,328895.0844,278446.4588,282073.0578,352539.2101,381958.4251,334003.5663,256211.6377,313284.9033,356615.9004
Q155P7,Cenpf,LEK1 OS=Mus musculus OX=10090 GN=Cenpf PE=1 SV=1,130845.8031,107086.4572,159675.3016,165095.2908,127657.3226,139776.8236,135542.3119,127382.4114,123581.1447,130140.6695,127736.8377
Q9CXS4,Cenpv,Centromere protein V OS=Mus musculus OX=10090 GN=Cenpv PE=1 SV=2,904985.6644,952216.0192,894053.1659,629777.0778,941534.1682,949184.7092,934093.0853,645332.2983,934070.0948,968453.0388,854117.4498
Q80V31,Cep104,Centrosomal protein of 104 kDa OS=Mus musculus OX=10090 GN=Cep104 PE=1 SV=1,65984.86091,64347.64475,43752.67243,47135.90841,68438.41753,47328.59159,41805.66592,42688.32571,60632.96791,50301.59034,60280.72302
Q5PR68,Cep112,Centrosomal protein of 112 kDa OS=Mus musculus OX=10090 GN=Cep112 PE=2 SV=2,207841.4159,154436.3711,198953.8352,194509.6555,199052.7078,201569.7159,253985.1795,229543.2691,137265.1664,163245.335,209337.5652
Q7TSG1,Cep120,Centrosomal protein of 120 kDa OS=Mus musculus OX=10090 GN=Cep120 PE=1 SV=1,170844.2209,54771.35794,217897.3109,231628.1736,181553.5469,126096.936,181003.4689,211516.6322,208769.2063,102410.3764,182784.368
Q62036,Cep131,Centrosomal protein of 131 kDa OS=Mus musculus OX=10090 GN=Cep131 PE=1 SV=2,28993.04953,28311.16085,26170.63069,24614.49643,22810.70368,25672.16566,25776.1178,25026.19403,20192.03012,25731.85506,25020.98082
Q6P5D4,Cep135,Centrosomal protein of 135 kDa OS=Mus musculus OX=10090 GN=Cep135 PE=1 SV=1,49166.04603,40007.09483,48168.7545,64244.15778,51776.77436,59240.21405,52101.76691,72489.84594,58280.54232,55267.62199,57046.00121
