Total protein number combining all batches: 8864
  In any 2 batche(s): 8837
  In any 1 batche(s): 27
Batch-specific protein numbers:
  batch1: 15
  batch2: 12

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126_B1	sig127N_B1	sig128N_B1	sig128C_B1	sig129C_B1	sig130N_B1	sig131C_B1	sig132C_B1	sig134N_B1	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig127C_B2	sig129N_B2	sig130C_B2	sig131N_B2	sig132N_B2	sig133N_B2	sig133C_B2	sig134C_B2	sig135N_B2
SJPG0107529.001	sp|O00763|ACACB_HUMAN	Acetyl-CoA carboxylase 2 OS=Homo sapiens OX=9606 GN=ACACB PE=1 SV=3	ACACB	-	-	-	-	-	batch1	9	5	0	2.77	93146.06	50011.09	61614.50	42800.11	51704.34	49396.61	62907.04	46247.60	49252.64	batch2	9	5	0	2.77	68458.63	65169.36	67425.56	46489.79	68194.36	44995.72	61679.12	43434.35	39107.11
SJPG0107717.001	sp|Q00266|METK1_HUMAN	S-adenosylmethionine synthase isoform type-1 OS=Homo sapiens OX=9606 GN=MAT1A PE=1 SV=2	MAT1A	-	-	-	-	-	batch1	59	7	2	25.06	372492.95	202286.53	246991.42	191195.01	225282.24	204217.60	256870.32	201199.35	206307.44	batch2	59	7	2	25.06	269714.58	270634.23	284387.03	165232.04	294389.92	181625.47	273973.18	188315.46	184473.54
SJPG0106150.001	sp|Q9Y618|NCOR2_HUMAN	Nuclear receptor corepressor 2 OS=Homo sapiens OX=9606 GN=NCOR2 PE=1 SV=3	NCOR2	-	-	O	-	-	batch1	8	6	0	2.59	48565.44	33285.81	39213.61	27834.69	29241.57	32266.16	39428.70	31531.97	34897.42	batch2	8	6	0	2.59	39466.57	42642.88	41209.62	27841.78	41561.07	29460.10	34988.96	31952.39	27326.74
SJPG0120219.001	sp|P31641|SC6A6_HUMAN	Sodium- and chloride-dependent taurine transporter OS=Homo sapiens OX=9606 GN=SLC6A6 PE=1 SV=2	SLC6A6	-	-	-	-	-	batch1	5	4	0	7.1	156680.97	81641.41	100228.80	67962.48	92273.03	77011.59	105603.86	79261.44	88719.39	batch2	5	4	0	7.1	146136.97	123565.27	132165.38	78227.54	89788.87	78755.13	94433.52	62725.64	58799.43
SJPG0108478.001	sp|Q9P2N7|KLH13_HUMAN	Kelch-like protein 13 OS=Homo sapiens OX=9606 GN=KLHL13 PE=1 SV=3	KLHL13	-	-	-	-	-	batch1	5	4	0	6.26	108704.65	55165.54	68707.98	45943.23	61006.84	52618.39	70817.10	51533.75	59250.23	batch2	5	4	0	6.26	91584.40	77824.39	75533.39	49185.97	68885.47	54792.23	58296.31	48856.00	46159.14
SJPG0166691.001	cu|H1F0_38201308_275aa|ribo		NA	-	-	-	-	-	batch1	348	10	1	27.64	7254868.92	3997139.87	5235271.77	4958571.99	4761422.85	5583354.35	6186497.35	5070729.10	5764330.48	batch2	348	10	1	27.64	5779695.82	5501189.69	6045292.80	4872581.62	6576262.72	4495716.69	5791774.04	5243445.07	4303544.89
SJPG0117249.001	sp|Q03112|MECOM_HUMAN	Histone-lysine N-methyltransferase MECOM OS=Homo sapiens OX=9606 GN=MECOM PE=1 SV=3	MECOM	-	-	-	-	O	batch1	9	6	0	5.69	96633.18	53050.08	59890.82	45685.72	52985.49	52870.05	65610.80	52210.94	54186.49	batch2	9	6	0	5.69	76856.96	67023.76	68412.59	41065.51	73249.95	53561.99	61847.36	53353.68	38928.96
SJPG0102140.001	sp|Q6UWI2|PARM1_HUMAN	Prostate androgen-regulated mucin-like protein 1 OS=Homo sapiens OX=9606 GN=PARM1 PE=1 SV=1	PARM1	-	-	-	-	-	batch1	2	1	0	6.77	49984.23	42987.60	37559.70	34944.73	27904.39	44669.37	50356.26	33674.27	45971.95	batch2	2	1	0	6.77	60061.91	65255.52	35861.21	21981.38	46200.85	46103.97	50681.42	19332.75	42499.13
SJPG0153756.001	cu|PSMD5_E21G|snp	PSMD5|uc011lye.3|E21G|chr9:123605126-123605126.T_C	NA	-	-	-	-	-	batch1	24	3	1	60.77	117468.90	51434.66	82613.18	51208.77	70725.96	72120.02	83616.86	57866.17	60117.75	batch2	24	3	1	60.77	76626.88	89895.76	87022.23	54493.77	90127.07	54401.05	84313.45	51859.80	54155.28
SJPG0110862.001	sp|P09884|DPOLA_HUMAN	DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2	POLA1	-	-	-	-	-	batch1	12	8	0	5.06	92699.46	43938.51	55280.22	43618.49	50595.60	42101.24	55294.93	44419.17	47955.11	batch2	12	8	0	5.06	64687.81	58630.28	64675.28	39130.03	60941.75	40705.71	57071.00	44244.00	40985.30
SJPG0100157.001	sp|P09543|CN37_HUMAN	"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2"	CNP	-	-	-	-	-	batch1	243	24	0	45.84	736339.19	414146.00	484098.72	360010.15	438284.25	413654.60	532523.08	401112.90	460389.35	batch2	243	24	0	45.84	555446.74	503293.09	542009.80	398054.71	525345.29	396670.73	496873.90	425550.77	356548.20
SJPG0122256.002	sp|P16989-2|YBOX3_HUMAN	Isoform 2 of Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3	YBX3	-	-	-	-	-	batch1	194	12	2	44.55	1889232.88	1037009.72	1195581.39	841859.57	993749.84	962827.80	1272366.11	941934.92	1056680.08	batch2	194	12	2	44.55	1387712.55	1238171.35	1319025.78	892741.41	1355072.99	903835.60	1188596.69	902121.06	899246.23
SJPG0106994.001	sp|O75509|TNR21_HUMAN	Tumor necrosis factor receptor superfamily member 21 OS=Homo sapiens OX=9606 GN=TNFRSF21 PE=1 SV=1	TNFRSF21	-	-	-	-	-	batch1	2	2	2	3.97	27493.29	19596.19	15595.27	14493.66	16289.11	15164.95	22260.09	14554.18	19073.92	batch2	2	2	2	3.97	14481.10	24908.18	19610.11	18320.00	20712.63	13077.47	17039.18	18356.78	16932.03
SJPG0108239.001	sp|O95159|ZFPL1_HUMAN	Zinc finger protein-like 1 OS=Homo sapiens OX=9606 GN=ZFPL1 PE=1 SV=2	ZFPL1	-	-	-	-	-	batch1	22	3	2	10.97	163358.80	91235.10	115063.19	87119.07	111728.07	96692.81	125073.55	97601.31	113888.49	batch2	22	3	2	10.97	133642.04	123182.59	134969.27	96338.05	121593.10	98242.91	118192.51	105337.56	70486.03
SJPG0119655.001	sp|Q99942|RNF5_HUMAN	E3 ubiquitin-protein ligase RNF5 OS=Homo sapiens OX=9606 GN=RNF5 PE=1 SV=1	RNF5	-	-	-	-	-	batch1	3	2	1	12.22	50771.56	29949.48	37590.05	25929.92	29912.18	33293.82	34380.42	28556.60	36884.23	batch2	3	2	1	12.22	38942.50	37103.37	37941.32	27914.63	33044.21	31734.70	35221.87	34649.19	27292.11
SJPG0105828.001	sp|Q9UPW0|FOXJ3_HUMAN	Forkhead box protein J3 OS=Homo sapiens OX=9606 GN=FOXJ3 PE=1 SV=2	FOXJ3	-	-	-	-	-	batch1	10	3	0	5.95	50661.23	29059.78	34926.55	27180.57	31548.15	31008.20	38484.49	31345.93	34994.73	batch2	10	3	0	5.95	38574.15	37602.28	40968.78	28006.74	42247.48	27511.20	36320.31	29969.83	27411.44
SJPG0104425.001	sp|P33240|CSTF2_HUMAN	Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1	CSTF2	-	-	-	-	-	batch1	128	13	0	25.48	889219.45	490557.21	576551.13	443743.99	527990.60	502651.02	637406.41	489337.76	570009.11	batch2	128	13	0	25.48	651408.16	618684.93	663452.64	469681.35	631996.25	481657.18	600909.76	527126.57	434866.51
SJPG0105078.002	sp|Q49A26-2|GLYR1_HUMAN	Isoform 2 of Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1	GLYR1	-	-	-	-	-	batch1	86	15	0	36.94	350266.50	191190.39	229616.23	166356.66	204373.11	194367.23	250441.22	189993.06	221888.44	batch2	86	15	0	36.94	250338.11	232530.86	259226.09	192196.81	246586.53	191523.03	223172.67	216105.54	162406.26
SJPG0104187.001	sp|P11117|PPAL_HUMAN	Lysosomal acid phosphatase OS=Homo sapiens OX=9606 GN=ACP2 PE=1 SV=3	ACP2	-	-	-	-	-	batch1	1	1	0	3.07	15912.80	7876.02	10068.19	5437.18	7997.54	7676.06	8677.70	7540.75	9959.93	batch2	1	1	0	3.07	14446.67	9749.16	10020.09	9826.08	11877.06	7302.28	8871.43	7173.98	3586.25
SJPG0106667.001	sp|Q8NFY4|SEM6D_HUMAN	Semaphorin-6D OS=Homo sapiens OX=9606 GN=SEMA6D PE=1 SV=1	SEMA6D	-	-	-	-	-	batch1	2	2	0	1.77	42672.94	29823.87	26843.55	18639.85	31560.15	25917.27	34805.06	28155.09	32861.81	batch2	2	2	0	1.77	34569.22	26711.79	30887.49	31777.53	35200.43	26046.96	31140.25	25451.92	25466.85
SJPG0105264.001	sp|Q53FA7|QORX_HUMAN	Quinone oxidoreductase PIG3 OS=Homo sapiens OX=9606 GN=TP53I3 PE=1 SV=2	TP53I3	-	-	-	-	-	batch1	34	9	0	28.61	235603.64	132882.50	161776.11	122097.49	145202.06	136820.62	168154.93	132664.61	142366.09	batch2	34	9	0	28.61	172183.20	168854.26	174916.62	116969.35	193154.98	120187.91	169248.79	131340.34	127107.19
SJPG0107028.001	sp|O00308|WWP2_HUMAN	NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Homo sapiens OX=9606 GN=WWP2 PE=1 SV=2	WWP2	-	-	-	-	-	batch1	29	14	0	15.63	202114.36	122800.23	132448.64	100771.56	123068.99	115902.54	155447.23	116988.94	138852.42	batch2	29	14	0	15.63	156395.18	143778.70	147715.41	106214.18	154154.65	109343.77	145187.02	118308.33	116811.24
SJPG0105958.001	sp|Q13685|AAMP_HUMAN	Angio-associated migratory cell protein OS=Homo sapiens OX=9606 GN=AAMP PE=1 SV=2	AAMP	-	-	-	-	-	batch1	34	8	0	20.51	190694.26	104214.53	126214.58	91801.92	104829.61	100800.11	132908.64	100076.36	109551.27	batch2	34	8	0	20.51	137066.47	130565.94	136337.81	87328.21	140057.16	97232.42	131900.90	101727.06	91062.94
SJPG0109769.001	sp|Q9H3H1|MOD5_HUMAN	tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1	TRIT1	-	-	-	-	-	batch1	5	4	0	7.92	75221.05	45938.29	51868.06	37551.99	40461.35	39991.99	52443.92	35133.67	43498.85	batch2	5	4	0	7.92	51649.81	53081.72	56374.58	38871.17	47786.73	39886.87	46276.97	39799.09	41386.33
SJPG0119689.001	sp|Q9H633|RPP21_HUMAN	Ribonuclease P protein subunit p21 OS=Homo sapiens OX=9606 GN=RPP21 PE=1 SV=1	RPP21	-	-	-	-	-	batch1	2	2	0	14.28	37179.44	20830.20	22835.36	16977.99	19589.93	19178.94	28346.09	18376.88	20218.14	batch2	2	2	0	14.28	23574.48	25911.57	30096.33	17541.40	20695.14	18694.33	24084.09	23816.81	16601.53
SJPG0105950.001	sp|Q92520|FAM3C_HUMAN	Protein FAM3C OS=Homo sapiens OX=9606 GN=FAM3C PE=1 SV=1	FAM3C	-	-	-	-	-	batch1	83	11	11	49.34	873988.21	459650.32	585005.91	402213.64	530366.13	487024.66	605749.98	464967.62	543802.16	batch2	83	11	11	49.34	593752.40	589431.42	617008.23	477893.00	598064.62	468306.91	562561.81	543249.68	423375.06
SJPG0110535.001	sp|Q6ZTR5|CFA47_HUMAN	Cilia- and flagella-associated protein 47 OS=Homo sapiens OX=9606 GN=CFAP47 PE=2 SV=5	CFAP47	-	-	-	-	-	batch1	4	1	0	0.22	411796.37	238257.94	285354.47	245244.67	276046.49	251092.15	328791.40	252851.28	254617.02	batch2	4	1	0	0.22	324220.85	323723.14	346537.51	218359.70	348123.80	213381.50	336711.65	236635.36	214307.26
SJPG0104823.001	sp|P09668|CATH_HUMAN	Pro-cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=4	CTSH	-	-	-	-	-	batch1	10	5	2	14.63	157611.96	87948.34	102563.37	70952.98	88125.17	82529.96	101099.64	81842.94	92681.97	batch2	10	5	2	14.63	112396.95	96407.20	103519.76	83450.32	107105.52	88709.71	94298.04	89614.47	74858.04
SJPG0159524.002	cu|TOR1AIP1_M146T|snp	TOR1AIP1|uc001gnq.4|M146T|chr1:179852074-179852074.T_C	NA	-	-	-	-	-	batch1	20	3	2	68.84	143370.84	93921.06	97229.02	81277.70	69668.61	95895.25	114890.82	93010.09	109995.04	batch2	20	3	2	68.84	110057.87	96147.56	109969.05	92248.68	110975.76	90419.02	96441.28	95650.17	84098.30
SJPG0103117.001	sp|Q8WXI2|CNKR2_HUMAN	Connector enhancer of kinase suppressor of ras 2 OS=Homo sapiens OX=9606 GN=CNKSR2 PE=1 SV=1	CNKSR2	-	-	-	-	-	batch1	1	1	0	0.97	112909.93	68150.67	93147.53	83951.76	97150.87	70175.46	112779.77	81708.55	84276.28	batch2	1	1	0	0.97	96075.73	92470.91	102974.53	88718.13	105626.63	74223.90	92891.26	83732.79	64371.07
SJPG0100090.001	sp|P68363|TBA1B_HUMAN	Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1	TUBA1B	-	-	-	-	-	batch1	1095	32	0	66.07	18810389.23	9473268.12	12240897.78	9034441.26	11016866.19	10099307.27	12221320.85	9877155.79	10058148.09	batch2	1095	32	0	66.07	13333539.31	13589502.80	13567338.54	8185821.33	13230484.93	8693338.00	13099189.01	9531767.26	9211785.44
SJPG0112422.001	sp|P32320|CDD_HUMAN	Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2	CDA	-	-	-	-	-	batch1	2	2	0	16.44	46815.72	36928.22	38580.29	30261.66	35708.03	31125.06	34020.14	29586.80	40821.67	batch2	2	2	0	16.44	41828.16	33228.96	40047.00	40353.60	37327.13	35410.56	34830.56	32753.95	27213.86
SJPG0101753.001	sp|Q14289|FAK2_HUMAN	Protein-tyrosine kinase 2-beta OS=Homo sapiens OX=9606 GN=PTK2B PE=1 SV=2	PTK2B	-	-	-	O	-	batch1	10	7	0	7.23	91398.01	53132.36	54102.26	51110.63	60427.76	52526.84	71676.45	48025.05	59262.72	batch2	10	7	0	7.23	69006.53	65041.20	72269.66	48789.07	69448.24	48650.46	68077.25	52766.77	45268.72
SJPG0100933.001	sp|O00483|NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1	NDUFA4	-	-	-	-	-	batch1	96	5	1	55.55	1771133.57	981305.95	1175919.12	843432.36	1032783.48	1028266.07	1334247.85	987691.11	1118837.93	batch2	96	5	1	55.55	1284313.23	1259763.29	1333338.94	948126.29	1263492.70	938163.91	1187162.61	1070512.36	875997.90
SJPG0105442.001	sp|Q9Y606|TRUA_HUMAN	tRNA pseudouridine synthase A OS=Homo sapiens OX=9606 GN=PUS1 PE=1 SV=3	PUS1	-	-	-	-	-	batch1	106	18	0	42.62	274131.26	154670.28	181260.72	130426.69	159715.70	148525.54	197428.62	148934.08	171807.51	batch2	106	18	0	42.62	208668.28	189269.64	201124.74	146715.78	198913.58	148697.76	175161.67	151853.54	131014.14
SJPG0104832.001	sp|Q9BUL8|PDC10_HUMAN	Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1	PDCD10	-	-	-	-	-	batch1	50	11	10	49.05	643609.81	374522.19	444618.66	340641.23	404243.99	388415.44	476935.53	377597.75	412109.27	batch2	50	11	10	49.05	499549.67	499861.42	505911.40	316689.71	520813.22	330320.42	491775.49	361859.01	347349.14
SJPG0108065.001	sp|Q96ED9|HOOK2_HUMAN	Protein Hook homolog 2 OS=Homo sapiens OX=9606 GN=HOOK2 PE=1 SV=3	HOOK2	-	-	-	-	-	batch1	13	7	0	10.57	89842.75	55775.93	65439.95	45875.95	56098.50	49053.91	68901.98	51840.57	51059.56	batch2	13	7	0	10.57	76523.47	69894.10	67297.40	52551.53	66616.77	44917.07	62075.37	47747.96	45006.31
SJPG0100634.001	sp|P01116|RASK_HUMAN	GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1	KRAS	-	-	-	-	O	batch1	75	9	0	54.49	922935.01	512961.17	593688.00	435890.81	542048.07	525185.11	662815.20	490919.28	591859.10	batch2	75	9	0	54.49	667028.69	637242.77	668730.00	466900.20	689022.12	493858.64	626927.74	538448.34	440596.50
SJPG0100093.003	tr|E4W6B6|E4W6B6_HUMAN	60S ribosomal protein L27 (Fragment) OS=Homo sapiens OX=9606 GN=RPL27 PE=2 SV=1	RPL27	-	-	-	-	-	batch1	284	11	1	61.11	9166588.76	4647545.40	6034983.71	4263110.08	5786068.06	5118842.92	5880684.12	4795644.10	5092958.49	batch2	284	11	1	61.11	6529058.27	6550562.34	6492768.23	4240291.01	6231299.95	4520590.58	6158554.72	4942628.25	4618160.66
SJPG0117625.001	sp|Q9Y483|MTF2_HUMAN	Metal-response element-binding transcription factor 2 OS=Homo sapiens OX=9606 GN=MTF2 PE=1 SV=3	MTF2	-	-	-	-	-	batch1	18	10	0	17.37	120481.12	69770.11	85972.19	61460.66	70651.85	70387.79	88163.03	68538.78	76679.93	batch2	18	10	0	17.37	93027.74	89596.20	92795.42	60055.94	91917.78	70890.92	75243.72	70890.60	63392.16
SJPG0103930.001	sp|Q8TDW0|LRC8C_HUMAN	Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens OX=9606 GN=LRRC8C PE=1 SV=2	LRRC8C	-	-	-	-	-	batch1	2	2	2	2.99	39076.22	22901.37	25859.31	16985.06	20935.72	25389.90	30027.30	23198.57	27326.38	batch2	2	2	2	2.99	29434.11	20032.57	32268.78	19696.14	36542.76	22151.04	25775.74	24024.61	21171.53
SJPG0106672.001	sp|Q9UHQ1|NARF_HUMAN	Nuclear prelamin A recognition factor OS=Homo sapiens OX=9606 GN=NARF PE=1 SV=1	NARF	-	-	-	-	-	batch1	2	2	0	4.61	40362.29	25594.57	29913.33	20785.14	29219.88	28611.45	27868.93	25650.42	25176.54	batch2	2	2	0	4.61	25734.92	32949.04	35516.26	21186.55	25345.31	25610.12	30900.93	24693.28	30581.44
SJPG0101906.003	sp|P45983-3|MK08_HUMAN	Isoform 3 of Mitogen-activated protein kinase 8 OS=Homo sapiens OX=9606 GN=MAPK8	MAPK8	-	-	-	-	-	batch1	9	6	0	17.45	227216.00	131512.35	149127.70	118886.31	126524.13	128066.55	167327.81	123393.50	123015.69	batch2	9	6	0	17.45	183486.28	162189.49	169038.10	103783.92	174325.63	112112.03	160986.21	117248.99	113207.01
SJPG0100304.002	tr|A2A274|A2A274_HUMAN	"Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1"	ACO2	-	-	-	-	-	batch1	654	43	43	57.14	1830634.02	1002959.22	1204125.60	836300.09	1042494.88	984450.24	1288609.74	964356.01	1136492.84	batch2	654	43	43	57.14	1499565.61	1295869.08	1361330.88	971816.35	1210893.90	1007583.72	1136692.05	971267.27	773871.11
SJPG0103107.001	sp|Q5VIR6|VPS53_HUMAN	Vacuolar protein sorting-associated protein 53 homolog OS=Homo sapiens OX=9606 GN=VPS53 PE=1 SV=2	VPS53	-	-	-	-	-	batch1	24	13	3	18.27	109915.32	64140.15	73697.63	55048.83	66537.90	65294.86	80446.88	62452.01	67676.87	batch2	24	13	3	18.27	83941.96	80294.50	84198.96	56133.95	83151.86	57307.82	81328.87	58262.62	58737.56
SJPG0107530.001	sp|P01031|CO5_HUMAN	Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4	C5	-	-	-	-	-	batch1	2	1	0	0.42	285360.86	178690.30	204259.09	127190.13	132925.00	170315.23	204564.57	152826.86	193236.15	batch2	2	1	0	0.42	156267.66	180723.12	215073.77	151090.09	250462.22	166592.89	200900.83	170223.03	138357.86
SJPG0107208.001	sp|Q8NDT2|RB15B_HUMAN	Putative RNA-binding protein 15B OS=Homo sapiens OX=9606 GN=RBM15B PE=1 SV=3	RBM15B	-	-	-	-	-	batch1	45	9	2	13.93	221748.87	122368.04	144846.65	105761.98	129735.19	116462.71	157857.19	119070.65	137691.74	batch2	45	9	2	13.93	165044.81	153009.78	161497.18	118702.12	160333.54	115852.88	141140.91	130052.87	98478.29
SJPG0101914.001	sp|P50991|TCPD_HUMAN	T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	CCT4	-	-	-	-	-	batch1	695	47	4	77.18	4172045.13	2332040.77	2656803.88	2030094.90	2590274.99	2307637.31	3018959.32	2291004.50	2538867.12	batch2	695	47	4	77.18	3151418.95	3039230.38	3175792.61	1979244.45	3165892.49	2114479.07	2954349.44	2201433.06	2101402.96
SJPG0103909.001	sp|Q6ZUM4|RHG27_HUMAN	Rho GTPase-activating protein 27 OS=Homo sapiens OX=9606 GN=ARHGAP27 PE=1 SV=3	ARHGAP27	-	-	-	-	-	batch1	22	9	0	14.74	82386.13	44319.74	56252.73	41996.29	50860.56	47157.16	61959.76	43983.73	51580.73	batch2	22	9	0	14.74	60918.74	60619.46	64654.00	42395.26	64724.79	40114.87	59599.11	45889.20	40459.64
SJPG0112843.001	sp|A4D0V7|CPED1_HUMAN	Cadherin-like and PC-esterase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CPED1 PE=2 SV=1	CPED1	-	-	-	-	-	batch1	4	1	0	0.68	293047.86	187441.82	220122.38	198445.03	204776.40	187510.32	237899.09	196300.23	210878.22	batch2	4	1	0	0.68	249535.56	242775.68	253739.56	169310.15	251904.20	166564.99	239814.88	184580.36	187702.62
SJPG0111810.001	tr|A0A024R9K7|A0A024R9K7_HUMAN	ER membrane protein complex subunit 7 OS=Homo sapiens OX=9606 GN=C15orf24 PE=3 SV=1	C15orf24	-	-	-	-	-	batch1	22	5	0	23.44	94031.52	54633.20	64490.62	50461.20	55527.30	58017.85	73587.24	57823.51	65373.81	batch2	22	5	0	23.44	84895.25	76911.76	81468.39	55409.20	66111.59	55239.78	60234.43	52907.61	43674.06
SJPG0101031.001	sp|O43684|BUB3_HUMAN	Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	BUB3	-	-	-	-	-	batch1	163	14	0	38.11	921776.96	493333.13	605574.40	427413.99	534122.21	496405.86	627057.40	479418.45	534914.23	batch2	163	14	0	38.11	643936.40	632218.75	646503.92	431037.79	677153.77	460168.87	628956.10	490698.23	459970.41
SJPG0104838.001	sp|Q9UBR2|CATZ_HUMAN	Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1	CTSZ	-	-	-	-	-	batch1	91	6	0	22.11	783625.20	450172.43	511758.94	361538.79	446464.69	418951.02	546287.69	405148.69	480302.46	batch2	91	6	0	22.11	543620.95	496841.84	534200.42	424818.18	544462.58	439843.01	494369.46	483543.54	369857.18
SJPG0105930.001	sp|P31152|MK04_HUMAN	Mitogen-activated protein kinase 4 OS=Homo sapiens OX=9606 GN=MAPK4 PE=1 SV=2	MAPK4	-	-	-	O	-	batch1	12	2	0	3.92	1754903.73	888919.71	1466545.59	1123564.85	1385056.79	1228133.59	1462857.46	1170708.51	1307294.98	batch2	12	2	0	3.92	1528863.56	1512379.87	1355147.36	1149793.11	1378770.48	1118082.92	1426816.48	1232292.32	1002451.63
SJPG0103597.001	sp|Q9P000|COMD9_HUMAN	COMM domain-containing protein 9 OS=Homo sapiens OX=9606 GN=COMMD9 PE=1 SV=2	COMMD9	-	-	-	-	-	batch1	11	4	0	27.27	128162.80	68004.24	81669.26	62943.28	74592.78	69214.46	92644.28	68813.52	74324.34	batch2	11	4	0	27.27	98635.60	85950.26	98953.58	57810.11	101540.92	62776.35	85911.38	65156.84	63337.21
SJPG0102837.001	sp|Q5VWZ2|LYPL1_HUMAN	Lysophospholipase-like protein 1 OS=Homo sapiens OX=9606 GN=LYPLAL1 PE=1 SV=3	LYPLAL1	-	-	-	-	-	batch1	38	7	0	30.8	372414.69	193919.10	237491.95	185596.23	226166.76	203893.71	260050.06	204964.66	231792.62	batch2	38	7	0	30.8	273153.32	252988.96	273919.81	186836.26	270517.61	189859.85	247369.12	209857.92	192327.52
SJPG0107004.001	sp|Q5SRE5|NU188_HUMAN	Nucleoporin NUP188 homolog OS=Homo sapiens OX=9606 GN=NUP188 PE=1 SV=1	NUP188	-	-	-	-	-	batch1	107	30	4	19.21	244069.88	133653.66	161434.84	121342.44	144001.39	139344.74	175365.50	131769.41	150491.89	batch2	107	30	4	19.21	179013.18	167301.69	178905.64	134987.30	173618.18	133059.67	162353.30	144043.28	114113.26
SJPG0109484.001	sp|P85299|PRR5_HUMAN	Proline-rich protein 5 OS=Homo sapiens OX=9606 GN=PRR5 PE=1 SV=1	PRR5	-	-	-	-	-	batch1	1	1	0	2.06	52624.25	33908.13	33839.55	26627.97	32566.32	34524.48	38340.26	33464.39	35553.86	batch2	1	1	0	2.06	39297.54	36296.81	44026.23	29089.52	38135.94	33886.13	37454.09	35488.36	26281.46
SJPG0104144.001	sp|Q7L2E3|DHX30_HUMAN	ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1	DHX30	-	-	O	-	-	batch1	174	39	0	33	332046.29	182994.43	219768.75	158927.09	188003.73	185356.75	239064.35	181752.69	209500.12	batch2	174	39	0	33	251548.87	230687.34	246450.78	174201.84	236725.97	175097.13	220527.20	186620.79	158408.68
SJPG0112612.001	sp|Q86WJ1|CHD1L_HUMAN	Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=3	CHD1L	-	-	O	-	-	batch1	40	17	0	21.52	122163.68	69816.69	82326.15	60859.33	73538.28	66376.68	87396.88	66202.86	68543.02	batch2	40	17	0	21.52	91239.32	84941.76	95933.51	59356.60	93624.79	59981.52	88754.95	64370.82	58424.99
SJPG0105454.001	sp|Q8WV93|AFG1L_HUMAN	AFG1-like ATPase OS=Homo sapiens OX=9606 GN=AFG1L PE=1 SV=2	AFG1L	-	-	-	-	-	batch1	11	7	5	15.38	60612.58	34243.49	39648.38	26837.68	32270.66	33542.96	43781.88	27540.95	36363.51	batch2	11	7	5	15.38	43788.22	34687.32	44217.48	32125.71	43588.16	32401.77	40840.21	32161.57	26189.21
SJPG0101931.003	tr|A0A087WV22|A0A087WV22_HUMAN	60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=1	RPL10	-	-	-	-	-	batch1	240	12	0	41.57	4002993.55	2208250.87	2685435.62	1953260.17	2038467.91	2213763.85	2751145.78	2076903.96	2335660.72	batch2	240	12	0	41.57	3004642.38	2917849.61	2898848.91	1835997.84	2909866.86	1915101.90	2766178.19	1943635.23	1997421.53
SJPG0104030.001	sp|Q01581|HMCS1_HUMAN	"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2"	HMGCS1	-	-	-	-	-	batch1	231	20	19	38.46	948762.42	487580.10	585744.74	434762.94	528377.81	461318.46	562680.92	423634.46	435974.26	batch2	231	20	19	38.46	820509.83	671022.13	677415.71	453257.85	517836.46	457170.55	493356.08	426321.26	354514.91
