ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group1_4,Group2_1,Group2_2,Group2_3,Group2_4,Group3_1,Group3_2,Group3_3,Group3_4,Group4_1,Group4_2,Group4_3,Group4_4
sp|Q16181|SEPT7_HUMAN,SEPTIN7,Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2,384533.23,379533.53,427883.61,390034.15,387423.33,419460.38,429006.51,461957.34,402812.29,476892.98,409873.93,438289.99,471880.92,424466.36,472218.3,451951.41
sp|Q13190|STX5_HUMAN,STX5,Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2,155649.49,171036.89,158689.93,163957,169909.58,189811.57,168433.63,156000.71,181776.3,179738.4,183861.72,162192.28,184807.61,177488.14,218470.79,178561.53
sp|Q9UH03|SEPT3_HUMAN,SEPTIN3,Neuronal-specific septin-3 OS=Homo sapiens OX=9606 GN=SEPTIN3 PE=1 SV=3,445238.19,429196.88,464733.62,448112.46,421577.82,457494.97,498529.06,518459.08,392393.26,524098.76,479873.49,436314.96,493341.28,434922.06,474444.25,462721.56
sp|P84090|ERH_HUMAN,ERH,Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,413455.77,432872.55,453303.97,403380.37,361957.47,360864.42,386840.71,318952.3,464972.96,468887.55,407834.77,402037.69,306691.06,288037.12,287691.73,313317.92
sp|O76080|ZFAN5_HUMAN,ZFAND5,AN1-type zinc finger protein 5 OS=Homo sapiens OX=9606 GN=ZFAND5 PE=1 SV=1,19787.54,20505.36,28117.13,23789.26,19925.32,,25746.47,27441.61,17668.7,35383.43,20967.69,29723.96,21004.09,,21401.9,21976.03
sp|Q9H9B1|EHMT1_HUMAN,EHMT1,Histone-lysine N-methyltransferase EHMT1 OS=Homo sapiens OX=9606 GN=EHMT1 PE=1 SV=4,145231.08,110146.88,132839.51,118315.7,120326.93,118536.77,120468.16,130266.04,142447.12,143385.76,162504.25,150388.9,146519.93,132294.93,127188.47,134281.12
sp|Q15059|BRD3_HUMAN,BRD3,Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1,165824.21,166708.54,174428.35,166532.82,172983.22,172339.21,177203.44,165207.6,198396.51,233521.84,206704.8,194242.81,184809.28,174373.79,199193.1,196542.71
sp|Q8IZ52|CHSS2_HUMAN,CHPF,Chondroitin sulfate synthase 2 OS=Homo sapiens OX=9606 GN=CHPF PE=1 SV=2,118674.14,117852.9,96007.4,124155.89,118174.2,116445.11,92407.45,88644.39,90826.49,79468.31,84589.96,91917.74,93242.41,104133.77,103242.93,104116.12
sp|P48723|HSP13_HUMAN,HSPA13,Heat shock 70 kDa protein 13 OS=Homo sapiens OX=9606 GN=HSPA13 PE=1 SV=1,497419.21,500024.59,497007.15,519458.19,548519.2,581439.39,549383.16,545453.8,544082.62,569921.07,566394.79,540234.06,591901.9,573498.74,574212.05,556460.06
sp|A6NE02|BTBDH_HUMAN,BTBD17,BTB/POZ domain-containing protein 17 OS=Homo sapiens OX=9606 GN=BTBD17 PE=3 SV=1,951251.3,966860.22,922304.63,970443.54,1126695.93,1017289.23,969113.27,882470.32,1160095.13,777733.04,936412.7,994774.55,913688.13,1073170.55,867667.85,956578.12
sp|Q9NQX3|GEPH_HUMAN,GPHN,Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1,242971.61,204046.8,222971,230612.08,207111.45,243325.61,248606.19,289577.88,202869.76,250748.03,239809.11,218238.78,232850.3,212884.75,229985.11,226933.05
sp|Q08945|SSRP1_HUMAN,SSRP1,FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,374296.83,387052.6,362780.37,368644.92,376227.98,346041.47,362454.55,334254,406999.61,357641.3,342747.67,404773.57,375098.43,371035.21,325681.81,373598.24
sp|Q92542|NICA_HUMAN,NCSTN,Nicastrin OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=2,560676.08,579048.12,542860.43,601721.29,591819.06,548806.03,540101.66,508970.79,530565.98,468829.69,581001.26,507923.1,540967.09,576223.47,560254.03,567409.32
sp|Q9Y6E2|5MP1_HUMAN,BZW2,eIF5-mimic protein 1 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1,313040.97,295087.53,298434.6,321027.33,303454.13,311437.26,307776.27,297646.33,290454.99,324697.08,288208.52,311382.85,300802.35,335980.65,317466.16,330135.68
sp|P04040|CATA_HUMAN,CAT,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3,454572.88,473330.5,434825.85,456856.05,444376,418171.06,393217.42,580465.95,666362.95,398466.88,517099,580468.64,623915.22,476907.63,359728.31,384318.25
sp|Q9Y4D8|HECD4_HUMAN,HECTD4,Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens OX=9606 GN=HECTD4 PE=1 SV=5,149276.08,148196.03,162357.85,159810.26,142930.37,152432.78,159076.6,160389.84,138182.05,159310.91,146613.91,150946.92,162908.54,151223.79,150861.02,140576.61
sp|Q5T5Y3|CAMP1_HUMAN,CAMSAP1,Calmodulin-regulated spectrin-associated protein 1 OS=Homo sapiens OX=9606 GN=CAMSAP1 PE=1 SV=2,150293.11,134730.69,148848.97,159304.2,141205.52,164417.65,153178.54,177187.54,124379.16,183933.71,151794.69,144274.31,153332.45,128623.04,159319.09,144087.04
sp|Q9H2G2|SLK_HUMAN,SLK,STE20-like serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SLK PE=1 SV=1,311734.77,309829.75,325219.26,312436.61,298510.09,313811.8,323549.41,343739.78,299750.03,292374.51,289121.48,284119.71,333784.76,286498.22,297393.74,316684
sp|P20594|ANPRB_HUMAN,NPR2,Atrial natriuretic peptide receptor 2 OS=Homo sapiens OX=9606 GN=NPR2 PE=1 SV=1,111984.12,130558.2,119112.73,119041.8,91627.34,126398.69,124471.3,112368.06,151807.58,123071.39,134746.44,130006.54,141836.5,149929.77,150774.25,127189.19
sp|P08243|ASNS_HUMAN,ASNS,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4,349320.53,354625.24,351782.25,342363.98,366509.76,338571.71,343217.52,327783.69,337586.31,277155.5,290257.87,310769.72,308707.91,320497.14,286514.11,306613.65
sp|Q9Y216|MTMR7_HUMAN,MTMR7,Myotubularin-related protein 7 OS=Homo sapiens OX=9606 GN=MTMR7 PE=1 SV=3,164123.84,150692.79,168490.83,155387.97,193154.67,209262.28,203533.6,214898.21,156375.66,162801.12,167264.67,148287.72,200948.93,191347.07,206949.19,196744.56
sp|Q13432|U119A_HUMAN,UNC119,Protein unc-119 homolog A OS=Homo sapiens OX=9606 GN=UNC119 PE=1 SV=1,178188.71,151440.5,168511.09,115732.49,175355.86,162156.33,139831.86,155562.07,165757.38,144250.92,139923.44,143835.17,138396.19,151621.74,161113.14,181387.16
sp|O43633|CHM2A_HUMAN,CHMP2A,Charged multivesicular body protein 2a OS=Homo sapiens OX=9606 GN=CHMP2A PE=1 SV=1,41739.22,37695.4,37699.75,43967.26,59197.94,57307.84,46886.46,47419.83,39351.96,44196.64,39016.82,38775.36,50461.29,48511.15,47685.76,54628.19
sp|Q9UHJ6|SHPK_HUMAN,SHPK,Sedoheptulokinase OS=Homo sapiens OX=9606 GN=SHPK PE=1 SV=4,338494.75,322830.11,308485.88,278135.28,336537.61,340100.4,350232.34,313973.55,367941.95,328921.2,314912.07,328543.26,333223.38,377735.25,372002.04,389243.21
sp|Q8IZQ5|SELH_HUMAN,SELENOH,Selenoprotein H OS=Homo sapiens OX=9606 GN=SELENOH PE=1 SV=2,352170.82,373896.62,363378.2,364096.4,334197.48,333909.18,293412.77,273203.45,353346.2,409013.22,388546.75,408467.4,233558.88,317925.48,362052.56,335440.3
sp|P04424|ARLY_HUMAN,ASL,Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4,154457.89,152380.25,150648.82,158563.9,171985.3,172874.67,172761.04,196179.75,167492.5,130017.92,147328.56,151666.29,200076.47,176988.34,166183.81,132195.3
sp|P04264|K2C1_HUMAN,KRT1,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6",142719.09,8388370.71,307689.32,143334.9,2081804.67,414209.72,406552.68,80500.87,115003.36,1193426.5,943545.09,150570.23,10295981.35,6938932.97,5000377.38,317863.71
sp|P05787|K2C8_HUMAN,KRT8,"Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7",454180.64,479710.87,476234.37,484013.06,564911.22,559496.6,576980.29,525127.26,582929.95,429654.18,564409.72,512774.74,643100.92,747392.45,690564.69,670380.71
sp|P46783|RS10_HUMAN,RPS10,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,889104.98,876060.71,849158.56,880170.65,896156.29,902275.26,890441.3,907382.31,1013062.24,970817.37,990552.99,988984.44,966385.57,972371.35,948206.07,971704
sp|Q9BSF4|TIM29_HUMAN,TIMM29,Mitochondrial import inner membrane translocase subunit Tim29 OS=Homo sapiens OX=9606 GN=TIMM29 PE=1 SV=2,247434.53,243897.04,254043.96,263648.24,261559.41,272530.33,254318.87,227751.89,267375.44,272077.51,241817.04,231890.96,235970.14,244234.52,249676.97,263655.98
sp|O95671|ASML_HUMAN,ASMTL,Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein OS=Homo sapiens OX=9606 GN=ASMTL PE=1 SV=3,311546.4,314010.65,317347.95,302133.67,302290.36,303559.11,307244.37,290093.58,318812.86,286627.15,289995.69,315271.45,322186.09,332177.9,302265.8,325040.26
sp|Q969T9|WBP2_HUMAN,WBP2,WW domain-binding protein 2 OS=Homo sapiens OX=9606 GN=WBP2 PE=1 SV=1,274699.95,279264.86,240583.21,241084.43,256051.5,255586.06,290544.19,340283.41,241784.83,275024.75,237208.27,233334.37,280451.92,264126.96,271461.26,262784.15
sp|Q99996|AKAP9_HUMAN,AKAP9,A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9 PE=1 SV=4,79080.21,78991.34,79617.65,82485.35,76568.22,78202.34,87633.25,91634.52,79429.9,83703.84,79711.67,87246.21,78669.95,72042.52,77960.78,74677.43
sp|P25686|DNJB2_HUMAN,DNAJB2,DnaJ homolog subfamily B member 2 OS=Homo sapiens OX=9606 GN=DNAJB2 PE=1 SV=3,279756.15,247575.15,235464.75,257940.58,217861.82,259685.97,269449.58,249149.98,264175.85,265823.13,253189.85,236433.23,277619.15,253162.53,264270.81,234033.75
sp|Q99470|SDF2_HUMAN,SDF2,Stromal cell-derived factor 2 OS=Homo sapiens OX=9606 GN=SDF2 PE=1 SV=2,347735.91,358751.55,340172.24,332709.81,337057.4,348676.06,358258.11,344862.69,364713.21,350309.79,381783.93,329699.98,344623.4,370046.44,364550.62,364317.83
sp|P82933|RT09_HUMAN,MRPS9,"28S ribosomal protein S9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS9 PE=1 SV=2",374096.46,370406.87,358620.06,367549.7,380745.83,370034.51,357250.75,327539.28,409567.57,368264.01,397224.03,398958.76,354002.6,392709.4,360228.1,378751.77
sp|Q9NVT9|ARMC1_HUMAN,ARMC1,Armadillo repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=ARMC1 PE=1 SV=1,330053.69,352812.04,315302.71,357632.51,329020.92,358189.04,347323.47,369456.41,368251.75,397999.3,363720.85,364959.4,344706.52,354232.51,353166.69,353797.88
sp|Q9BRJ6|CG050_HUMAN,C7orf50,Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1,294977.85,341538.49,327855.55,342943.37,362120.73,333846.06,348640.08,360284.42,346176.39,332378.69,316510.19,349498.4,361501.4,332560,348690.93,325314.12
sp|Q9NX76|CKLF6_HUMAN,CMTM6,CKLF-like MARVEL transmembrane domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CMTM6 PE=1 SV=1,274090.7,273699.13,240960.33,258599.2,342026.52,356827.21,280764.51,216132.25,302450.37,253763.69,243448.75,262206.76,215939.68,322657.26,330074.22,314118.37
sp|O75962|TRIO_HUMAN,TRIO,Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2,203760.83,197543.25,205270.49,193861.48,201466.78,208234.37,210881.83,207220.3,179718.11,214028.65,189667.14,193622.99,202531.11,195147.52,211288.28,205299.93
sp|Q8TEM1|PO210_HUMAN,NUP210,Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3,424274.32,425317.77,397363.41,399637.12,403902.25,375663.14,373621.97,331261.3,443088.34,363019.81,390045.89,406826.8,375956.69,400182.53,373245.54,385853.92
sp|Q66PJ3|AR6P4_HUMAN,ARL6IP4,ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens OX=9606 GN=ARL6IP4 PE=1 SV=3,158540.66,175705.01,163809.94,163391.3,174702.09,182381.37,180257.24,205768.39,170933.95,193689.46,150509.96,160795.06,201865.53,167204.59,182360.21,170112.66
sp|Q02790|FKBP4_HUMAN,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,547883.53,519298.31,528295.46,524371.62,523692.81,544532.01,550615.31,580683.29,502501.61,520745.33,516477.79,517251.2,551233.99,534649.95,523557.89,564690.45
sp|Q9BUJ2|HNRL1_HUMAN,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2,398648.25,397876.32,389365.51,381473.76,365834.5,333934.25,364559.17,336856.04,422834.26,390887.8,372142.44,417925.84,371397.86,349016.4,341218.57,350156.27
sp|P17677|NEUM_HUMAN,GAP43,Neuromodulin OS=Homo sapiens OX=9606 GN=GAP43 PE=1 SV=1,823081.67,827625.03,890976.52,874304.8,430167.41,493184.62,653864.52,823936.76,484816.13,992663.03,913496.69,623423.05,579983.19,327908.96,529098.37,461792.42
sp|Q9UBB6|NCDN_HUMAN,NCDN,Neurochondrin OS=Homo sapiens OX=9606 GN=NCDN PE=1 SV=1,244414.67,235147.79,235038.96,224433.79,231546.36,234370.47,231184.31,258351.36,211969.88,219069.21,227696.98,224774.09,235941.34,239264.22,229730.15,234107.13
sp|Q8ND04|SMG8_HUMAN,SMG8,Nonsense-mediated mRNA decay factor SMG8 OS=Homo sapiens OX=9606 GN=SMG8 PE=1 SV=1,135859.9,142109.29,114329.52,131826.76,137106.7,144448.48,133476.79,135992.42,131561.07,128072.23,124666.94,128030.32,131261.57,136518.2,128617.93,150652.7
sp|O75347|TBCA_HUMAN,TBCA,Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3,671086.04,529376.15,709116.6,633064.86,559826.42,701043.66,699821.08,770173.89,463579.9,799223.79,606689.43,599056.64,633692.84,428628.63,697914.3,572582.22
sp|P07355|ANXA2_HUMAN,ANXA2,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2,309661.65,330385.73,301467.15,314511.94,372803.91,314900.43,291385.7,309980.73,323703.6,227052.39,280295.13,270079.22,320054.59,327475.34,277841.68,275438.39
sp|P15880|RS2_HUMAN,RPS2,40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2,1195595.09,1151225.65,1114162.68,1139146.72,1186059.15,1096286.98,1099633.57,1068443.78,1245615.47,1105318.24,1070457.44,1156518.17,1059843.74,1153257.27,1019162.83,1105535.71
sp|Q96SZ5|AEDO_HUMAN,ADO,2-aminoethanethiol dioxygenase OS=Homo sapiens OX=9606 GN=ADO PE=1 SV=2,356555.34,333327.58,350862.98,346244.56,311756.13,302823.17,346226.2,345454.74,332502.23,390704.36,344580.71,343538.33,345001.37,320079.61,278306.66,324102.15
sp|P12004|PCNA_HUMAN,PCNA,Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,343920.18,396143.87,368755.42,372147.4,371700.52,313821.29,352800.55,269297.51,398931.55,317542.83,341621.39,400325.34,377902.65,408615.85,322111.91,373661.64
sp|Q9Y6G9|DC1L1_HUMAN,DYNC1LI1,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3,502882,489591.35,493354.15,496448.65,521325.48,582105.13,550050.1,593888.34,520427.42,560655.38,524732.64,548188.12,581912.49,563341.55,583068.31,573569.9
sp|Q68CP9|ARID2_HUMAN,ARID2,AT-rich interactive domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ARID2 PE=1 SV=2,162784.99,177639.71,176699.64,171453.16,237022.81,235227.08,197705.88,144762.46,198146.69,203667.3,190397.02,166934.96,135050.89,198654.74,182936.11,228330.21
sp|Q9Y639|NPTN_HUMAN,NPTN,Neuroplastin OS=Homo sapiens OX=9606 GN=NPTN PE=1 SV=2,217046.14,225931.91,266873.62,223515.35,205377.74,216914.04,193764.5,231103.84,209632.34,249795.26,224861.4,236600.5,209812.41,183196.25,194596.85,178729.88
sp|Q8WUH1|CHUR_HUMAN,CHURC1,Protein Churchill OS=Homo sapiens OX=9606 GN=CHURC1 PE=1 SV=3,61222.78,80928.05,120176.25,169560.6,113555.19,,,81747.46,108458.91,,173956.06,,,121679.97,,96748.49
sp|P05556|ITB1_HUMAN,ITGB1,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2,293531.16,287360.27,285755.68,296688.32,294026.45,276811.83,278980.29,256236.02,342666.62,287503.84,324901.91,306207.97,277731.99,299682.61,250802.2,279521.84
sp|Q9NY72|SCN3B_HUMAN,SCN3B,Sodium channel subunit beta-3 OS=Homo sapiens OX=9606 GN=SCN3B PE=1 SV=1,88632.02,89920.78,103258.79,94142.71,115993.7,112707.69,90101.09,120097.49,74471.93,96771.15,107762.29,80937.01,60989.3,88682.34,133312.08,82059.48
tr|A0A7P0T936|A0A7P0T936_HUMAN,MAPT,Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=1,164662.8,140776.4,196372.73,155973.71,168715.3,174619.12,162957.1,198291.09,96810.28,204904.68,141304.73,162662.33,179108.35,173005.79,197364.99,191145.5
sp|Q13428|TCOF_HUMAN,TCOF1,Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3,182940.25,204411.31,168308.14,189696.4,113241.27,143743.59,176293.03,156069.24,217480.68,224595.25,221298.82,213629.84,159225.24,141376.88,123345.45,139901.32
sp|P27824|CALX_HUMAN,CANX,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,823404.4,813498.39,856129.69,809959.15,806472.65,811708.37,767139.62,812091.97,882624.15,817920.9,882592.82,866264.34,800103.18,806981.81,747795.97,780205.21
sp|P11234|RALB_HUMAN,RALB,Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1,493272.39,498555.05,560818.72,532163.43,441387.44,494437.64,484821.63,507055.05,439076.63,610294.94,538501.89,467572.51,472212.61,430696.42,477529.14,481450.85
sp|Q9UJU6|DBNL_HUMAN,DBNL,Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1,514503.61,511257.37,537473.77,526244.32,509659.74,538267.45,562026.18,594618.93,487316.44,546149.98,517249.82,518933.72,517856.65,464464.06,547369.12,541208.41
sp|Q504Q3|PAN2_HUMAN,PAN2,PAN2-PAN3 deadenylation complex catalytic subunit PAN2 OS=Homo sapiens OX=9606 GN=PAN2 PE=1 SV=3,53253.25,72189.82,61140.87,71258.66,73053.09,,73247.5,,,60366.05,60460.54,74286.44,85105.34,59086.99,,76596.84
sp|Q15771|RAB30_HUMAN,RAB30,Ras-related protein Rab-30 OS=Homo sapiens OX=9606 GN=RAB30 PE=1 SV=2,205746.38,194578.65,178943.05,170194.85,214711.68,199325.45,211016.17,209573.02,181385.15,190230.26,202475.99,196229.92,221724.12,203922.83,236462.12,204026.92
sp|Q9UPU7|TBD2B_HUMAN,TBC1D2B,TBC1 domain family member 2B OS=Homo sapiens OX=9606 GN=TBC1D2B PE=1 SV=2,48990.36,52136.36,54436.7,51944.62,70139.64,73461.96,65312.59,38389.4,58811.49,61762.73,30857.33,57403.03,79773.83,89102.67,87979.66,89299.95
sp|P49588|SYAC_HUMAN,AARS1,"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",314840.1,305218.2,307726.79,306507.78,316971.03,319156.73,344163.63,325010.14,276151.14,279735.79,273097.65,272997.81,310624.61,314424.06,293728.38,320771.84
sp|P62913|RL11_HUMAN,RPL11,60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2,452207.3,476736.99,427101.86,420310.85,425673.64,398452.34,407475.13,398161.44,444755.43,424824.53,411298.73,432123.62,434617.54,437804.39,407781.07,432030.71
sp|Q8IXI2|MIRO1_HUMAN,RHOT1,Mitochondrial Rho GTPase 1 OS=Homo sapiens OX=9606 GN=RHOT1 PE=1 SV=2,383393.19,377691.27,377725.98,381296.9,369924.97,377063.45,350863.99,354685.94,392390.08,393610.96,402130.93,398443.71,383765.1,371983.52,389563.11,366752.04
sp|P17480|UBF1_HUMAN,UBTF,Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1,236827.56,248358.72,240833.42,237718.16,222397.75,200430.96,236418.71,218014.99,320085.86,293279.85,272793.61,295439.77,256769.54,237526.31,229216.87,243946.21
sp|P09110|THIK_HUMAN,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2",294877.3,300021.13,300598.12,305446.73,300680.51,286987.68,275454.57,271803.19,309994.6,277361.47,288468.74,292359.97,286575.06,276147.94,268176.65,286015.71
sp|Q14257|RCN2_HUMAN,RCN2,Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1,370075.03,433493.77,445307.05,448054.87,396240.52,417740.19,411756.71,469444.63,489434.15,481557.54,543130.27,475576.81,480471.04,427116.38,420581.8,410157.8
sp|O00429|DNM1L_HUMAN,DNM1L,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,346377.26,326601.45,339504.33,341056.98,352984.11,367281.22,364195.02,400572.4,326171.51,363402.59,332008.49,355314.61,377160.9,362774.02,380962.81,372618.5
sp|Q13683|ITA7_HUMAN,ITGA7,Integrin alpha-7 OS=Homo sapiens OX=9606 GN=ITGA7 PE=1 SV=3,211448.73,217565.73,204463.62,213034.9,229192.82,241305.19,220700.51,217495.84,225111.04,211394.76,211837.01,235908.46,218899.45,254800.38,221042.64,228202.43
sp|Q24JP5|T132A_HUMAN,TMEM132A,Transmembrane protein 132A OS=Homo sapiens OX=9606 GN=TMEM132A PE=1 SV=1,181765.95,191748.4,197760.57,189746.88,261067.22,285542.37,288012.77,292490.63,188203.99,225691.28,198501.78,180759.48,274729.25,248418.09,279053.16,248828.35
sp|Q9H9E3|COG4_HUMAN,COG4,Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=3,174178.25,192556.94,179887.82,191310.3,184439.1,176500.78,184967.78,180855.38,183675.18,154846.07,178928.12,204558.64,198366.41,203818.06,154378.65,188058.39
sp|Q9NU22|MDN1_HUMAN,MDN1,Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2,179870.02,179534.55,167908.82,169455.04,164042.22,144677.49,159643.57,133599.82,159109.04,134994.05,124705.09,152289.21,133418.17,152030.1,129582.91,144289.68
sp|O15397|IPO8_HUMAN,IPO8,Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2,82816.35,87067.18,71365.51,87932.58,79030.91,73240.15,67092.23,70981.55,83377.22,56696.75,65351.26,70461.17,82080.02,65326.66,73347.36,62220.69
sp|Q8NDT2|RB15B_HUMAN,RBM15B,Putative RNA-binding protein 15B OS=Homo sapiens OX=9606 GN=RBM15B PE=1 SV=3,235508.23,255624.83,224203.03,251841.32,217271.62,218656.3,244011.9,227111,276283.2,260179.81,255347.22,254843.99,226891.91,215835.65,227549.65,229138.88
sp|Q86XL3|ANKL2_HUMAN,ANKLE2,Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=4,206658.29,201101.52,200142.68,221380.69,191832.03,177822.95,192444.76,157451.55,210910.15,211302.67,190801.11,186159.16,192063.07,186893.98,150080.21,154818.55
sp|P11387|TOP1_HUMAN,TOP1,DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2,432156.08,442377.16,416070.64,429907.68,444930.39,397906.59,399663.99,356600.48,521412.87,388389.98,456241.32,434926.06,388487.25,443229.64,380354.78,421999.69
sp|Q9H0B6|KLC2_HUMAN,KLC2,Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1,341156.62,317929.89,347438.97,348454.37,324643.12,339232.33,368446.82,415220.04,336722.06,400951.64,348350.15,363663.68,375104.63,343633.86,357481.11,333862.98
sp|Q9BWH2|FUND2_HUMAN,FUNDC2,FUN14 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=FUNDC2 PE=1 SV=2,376811.99,437325.61,424731,417127.42,378881.24,369671.66,352232.29,380950.15,506923.73,490832.53,440963.67,394301.53,388692.71,387218.78,385218.7,414079.57
sp|P52565|GDIR1_HUMAN,ARHGDIA,Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3,708808.35,705486.99,823123.68,767879.43,734163.17,847641.75,851037.84,929229.8,650655.12,807140.08,731397.74,683063.42,828869.52,678621.24,819778.04,721772.56
sp|Q9Y2W1|TR150_HUMAN,THRAP3,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2,462059.23,492991.73,475857.22,459824.63,430772.18,432698.48,424381.06,398474.31,557888.15,525098.88,502053.7,505035.96,421455.55,443898.35,441286.47,447637.37
sp|Q96B26|EXOS8_HUMAN,EXOSC8,Exosome complex component RRP43 OS=Homo sapiens OX=9606 GN=EXOSC8 PE=1 SV=1,270392.28,268696.28,278567.55,297131.91,331571.63,276083.96,284741.53,244331.72,305845.11,245801.12,261639.15,296621.8,345633.24,333948.59,322552.03,344236.13
