ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group2_1,Group2_2,Group2_3,Group3_1,Group3_2,Group3_3,Group4_1,Group4_2,Group4_3,Group5_1,Group5_2,Group5_3,Group6_1,Group6_2,Group6_3
sp|P33121|ACSL1_HUMAN,ACSL1,Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1,181196.67,188563.54,192086.22,377583.81,351700.16,388512.83,147439.47,143751.81,160137.73,142513.68,147302.51,146549.56,127188.55,130177.14,130625.09,131183.82,130649.88,130717.11
tr|Q108N2|Q108N2_HUMAN,ACSL1,Acyl-CoA synthetase long-chain family member 1 isoform c (Fragment) OS=Homo sapiens OX=9606 GN=ACSL1 PE=2 SV=1,120486.45,129385.17,157180.22,296043.36,255712.33,304404.24,105898.91,95368.70,100133.42,97451.40,107693.90,101182.03,87395.71,87387.91,93162.75,92423.54,96904.80,88137.89
sp|Q9Y696|CLIC4_HUMAN,CLIC4,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4,2397313.17,2337779.93,2099678.20,3054942.66,2925563.45,3075249.60,2817798.14,3280795.20,3636243.52,1605161.53,1480478.50,1573817.67,2265256.96,2550756.16,2149609.44,2040123.26,1986323.69,2234034.43
sp|O75381|PEX14_HUMAN,PEX14,Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1,252588.89,254580.09,245723.20,243364.74,236591.43,230918.74,202495.87,194980.01,216479.06,274335.89,273450.76,291799.96,289317.77,302522.42,298590.87,198769.78,207375.92,199016.64
sp|P20774|MIME_HUMAN,OGN,Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1,718439.43,727328.94,698052.92,219431.17,223314.62,200092.71,846357.98,910354.41,1007593.64,153883.26,140730.30,161898.01,153042.65,155221.14,152148.81,171735.85,172507.38,172034.49
sp|Q9Y5P6|GMPPB_HUMAN,GMPPB,Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens OX=9606 GN=GMPPB PE=1 SV=2,511412.39,496028.70,515169.61,913977.07,903874.56,917864.45,647075.59,620879.05,669967.74,468250.03,451448.03,461453.24,554447.41,522568.65,591047.89,607126.78,660338.70,598819.75
sp|O75521|ECI2_HUMAN,ECI2,Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4,838696.55,843860.96,844010.41,868034.17,814091.04,869621.94,646200.34,637871.63,694111.70,763233.38,785875.47,777040.36,703851.33,715279.51,783960.03,609365.15,612597.10,602098.86
sp|Q8NFV4|ABHDB_HUMAN,ABHD11,Protein ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=1,1078656.25,1034353.42,1033063.43,1437913.83,1346786.49,1491568.14,776642.49,848106.21,949011.72,1107466.85,1184414.73,1124995.23,1396543.37,1518758.20,1410881.87,762628.10,866492.25,808615.68
sp|Q13148|TADBP_HUMAN,TARDBP,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,2021729.56,1916316.19,1900957.26,1224830.17,1462360.07,1259989.53,1585406.00,1590391.00,1825800.03,2024420.01,2078532.66,2076447.43,1276269.58,1334066.84,1354823.23,1655648.84,1694761.35,1523812.04
sp|O96011|PX11B_HUMAN,PEX11B,Peroxisomal membrane protein 11B OS=Homo sapiens OX=9606 GN=PEX11B PE=1 SV=1,245890.20,246281.24,255265.61,275620.62,251619.74,276026.37,208273.03,208335.08,211655.03,263779.20,271385.89,259139.03,220395.89,219074.03,223116.69,219952.23,226729.41,201059.39
sp|Q14244|MAP7_HUMAN,MAP7,Ensconsin OS=Homo sapiens OX=9606 GN=MAP7 PE=1 SV=1,155752.23,161288.29,158529.99,254517.63,221370.67,265610.90,185305.52,176619.11,174967.36,118210.23,111092.13,113870.99,97679.31,102449.22,91528.88,127000.94,135331.93,122637.88
sp|Q9NTZ6|RBM12_HUMAN,RBM12,RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1,475604.71,480033.14,488131.06,465709.41,478067.06,448610.54,552326.27,569372.43,552915.77,473908.75,463231.05,461480.48,521855.35,502774.62,526726.04,605944.45,601614.62,589226.69
sp|P50552|VASP_HUMAN,VASP,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,1240208.05,1243284.41,1250853.86,2081696.76,2033205.62,2177116.63,1516519.18,1502632.86,1545580.04,1015527.51,986539.52,992000.26,1504243.70,1462975.51,1468719.98,1197902.64,1225911.77,1139015.74
tr|A0A0S2Z4I9|A0A0S2Z4I9_HUMAN,VASP,Vasodilator-stimulated phosphoprotein isoform 3 (Fragment) OS=Homo sapiens OX=9606 GN=VASP PE=2 SV=1,1232800.79,1221088.68,1245531.08,2085490.31,2053278.19,2183788.13,1510586.59,1492656.90,1549186.83,1007432.86,981585.72,975955.93,1528199.39,1492184.42,1497921.06,1186999.95,1230575.28,1140437.79
tr|A0A0S2Z4I7|A0A0S2Z4I7_HUMAN,VASP,Vasodilator-stimulated phosphoprotein isoform 4 (Fragment) OS=Homo sapiens OX=9606 GN=VASP PE=2 SV=1,940513.21,950089.29,945861.36,1556650.38,1543261.28,1641370.06,1148994.12,1150779.11,1177419.95,781409.37,749013.70,747263.14,1142306.80,1122941.55,1116141.43,911090.39,929456.43,880453.97
sp|Q9NWS8|RMND1_HUMAN,RMND1,Required for meiotic nuclear division protein 1 homolog OS=Homo sapiens OX=9606 GN=RMND1 PE=1 SV=2,412662.47,412057.79,451185.67,362094.26,353884.74,366961.59,373816.36,348866.11,362101.60,461968.43,515442.20,466634.87,486022.78,464133.94,533211.08,393456.14,410626.56,371858.92
sp|P42704|LPPRC_HUMAN,LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",13338459.77,13187186.16,13135737.50,10548879.37,9509081.02,10790601.39,9832771.39,9659030.89,9366635.00,17020312.13,17285309.39,16998134.91,13951976.63,14597624.77,16225595.76,10929103.84,11456531.98,11013320.79
sp|Q9UH99|SUN2_HUMAN,SUN2,SUN domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUN2 PE=1 SV=3,2733074.61,2734817.06,2856023.96,1779175.72,1735128.37,1818303.00,2148871.19,2062992.75,2262046.65,2636706.75,2732374.51,2614800.12,2086955.86,2176010.90,2282612.71,1822910.33,1970452.12,1786944.59
sp|P09417|DHPR_HUMAN,QDPR,Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2,584305.03,573817.23,586880.11,750247.81,787585.87,734404.51,642379.58,645726.32,675777.36,612953.24,612334.01,600233.10,819532.44,793848.13,822842.71,688875.28,736593.25,747354.75
sp|Q96IJ6|GMPPA_HUMAN,GMPPA,Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1,215777.59,202636.34,194874.56,295997.43,318800.82,290807.69,231813.19,242008.73,251418.86,168814.56,177025.39,164415.15,193363.93,198965.82,207292.00,197614.80,209976.63,205605.41
sp|O94874|UFL1_HUMAN,UFL1,E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2,1017612.53,1017378.34,1032976.44,1383406.51,1381780.98,1384763.56,1110711.86,1098362.92,1200623.07,950953.03,944806.97,957725.15,929874.76,898463.47,980439.38,1113607.52,1162064.28,1110225.61
sp|Q96GS4|BORC6_HUMAN,BORCS6,BLOC-1-related complex subunit 6 OS=Homo sapiens OX=9606 GN=BORCS6 PE=1 SV=2,84078.33,89216.61,94191.44,76846.03,70928.84,86792.50,79238.46,84947.71,91887.14,59577.62,60760.38,60267.36,55389.80,65643.54,52891.53,53381.89,59481.63,68324.90
sp|O15305|PMM2_HUMAN,PMM2,Phosphomannomutase 2 OS=Homo sapiens OX=9606 GN=PMM2 PE=1 SV=1,476428.16,487498.48,502640.08,784719.59,738329.05,830389.48,600649.52,572646.67,645705.46,370126.55,336751.80,369882.85,466404.61,418747.99,468673.88,501834.04,556179.68,482041.80
sp|Q13017|RHG05_HUMAN,ARHGAP5,Rho GTPase-activating protein 5 OS=Homo sapiens OX=9606 GN=ARHGAP5 PE=1 SV=2,234225.82,261320.71,281017.65,377605.32,377864.33,403776.10,305878.34,270247.73,269776.17,219365.77,243258.66,235603.65,202275.10,183191.17,223695.04,273025.55,303315.58,281663.00
sp|Q8N0X7|SPART_HUMAN,SPART,Spartin OS=Homo sapiens OX=9606 GN=SPART PE=1 SV=1,807251.22,825533.58,804057.17,929726.95,941358.21,958274.95,945065.11,984063.98,943482.42,815600.94,804516.90,787342.14,949003.87,929862.85,937537.01,1042608.35,990101.21,946914.52
sp|Q9NPQ8|RIC8A_HUMAN,RIC8A,Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3,1243555.45,1233603.51,1242080.41,1643201.79,1830715.88,1555850.82,1455960.90,1366528.97,1318558.97,1070350.70,1062787.80,1067024.67,1059023.88,1047192.95,1121779.42,1301220.13,1342671.58,1318105.55
sp|Q8TF21|ANR24_HUMAN,ANKRD24,Ankyrin repeat domain-containing protein 24 OS=Homo sapiens OX=9606 GN=ANKRD24 PE=2 SV=2,76994.77,99584.56,81375.66,72780.45,54545.41,74728.31,61079.88,92639.01,99441.10,78563.87,94870.65,80215.36,59694.05,59691.80,66012.98,114653.05,57313.86,109242.35
sp|Q6P2I3|FAH2B_HUMAN,FAHD2B,Fumarylacetoacetate hydrolase domain-containing protein 2B OS=Homo sapiens OX=9606 GN=FAHD2B PE=1 SV=1,1445041.36,1463696.31,1432552.09,1714774.50,1714963.26,1726959.87,1313681.82,1317195.90,1316635.75,1597675.00,1662021.86,1637445.18,1973064.77,1940609.60,2029614.39,1396973.92,1419357.53,1503199.09
sp|O14979|HNRDL_HUMAN,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3,571561.62,807326.95,833105.01,544642.17,455438.26,560708.45,517577.99,762514.93,642479.57,1010448.89,933385.85,824563.24,414440.58,374632.32,471478.32,796498.94,725738.44,708905.47
sp|Q9HD20|AT131_HUMAN,ATP13A1,Manganese-transporting ATPase 13A1 OS=Homo sapiens OX=9606 GN=ATP13A1 PE=1 SV=2,1096452.30,1145208.67,1084020.73,835170.62,817670.69,870164.35,854484.33,911582.80,904953.13,1041376.05,1012250.64,1012801.04,874049.85,974728.05,928305.40,752227.80,737008.34,794977.76
sp|Q9Y6I9|TX264_HUMAN,TEX264,Testis-expressed protein 264 OS=Homo sapiens OX=9606 GN=TEX264 PE=1 SV=1,309668.16,306971.60,317643.58,303494.17,292038.48,309194.59,259766.08,251315.59,226856.50,363163.22,362999.17,362076.54,315042.59,317977.56,335954.72,269622.15,257355.14,263725.11
sp|Q9NVK5|FGOP2_HUMAN,FGFR1OP2,FGFR1 oncogene partner 2 OS=Homo sapiens OX=9606 GN=FGFR1OP2 PE=1 SV=1,234341.68,214813.65,181981.28,241547.60,218331.19,220458.92,190914.91,219580.20,254487.28,154223.64,156310.12,155471.44,205374.45,229212.30,186540.27,149551.31,140118.39,170172.78
sp|O00217|NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",1640473.83,1725395.41,1796510.67,1311479.80,1268734.11,1478771.15,1193718.70,1150576.36,1091362.54,2086108.42,2189896.32,2039973.03,2256704.54,2109437.35,2298356.59,1345342.40,1319059.46,1322108.06
tr|H0YDT4|H0YDT4_HUMAN,NDUFS8,Complex I-23kD (Fragment) OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1,119856.37,113048.60,124023.58,122643.25,120517.28,126775.94,134612.65,136016.95,118144.53,98219.04,87512.99,87457.94,79885.05,90974.77,84435.09,117499.91,103780.39,120801.57
sp|Q9P2K5|MYEF2_HUMAN,MYEF2,Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3,2674987.27,2796021.58,2745161.37,1824240.79,1753422.57,1883566.55,2203058.09,2225207.50,2108344.75,2920898.55,2999973.32,2798753.80,2051846.85,1922780.37,2102386.54,2296432.91,2239069.35,2311573.75
sp|Q9P2K5-2|MYEF2_HUMAN,MYEF2,Isoform 2 of Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2,2676311.93,2767049.42,2724884.58,1825341.07,1758533.30,1865462.35,2194229.81,2239565.44,2118392.93,2903892.32,2984055.86,2813883.21,2079326.59,1963223.07,2105946.39,2266788.94,2233628.50,2315486.59
sp|Q96EI5|TCAL4_HUMAN,TCEAL4,Transcription elongation factor A protein-like 4 OS=Homo sapiens OX=9606 GN=TCEAL4 PE=1 SV=2,1356726.77,1409517.97,1394638.36,1313235.55,1214045.91,1380568.82,1970594.46,1912715.95,1782068.82,1020698.72,1037720.71,1017189.65,983932.59,908040.59,920581.48,1507362.67,1439204.11,1424520.63
sp|Q8TBM8|DJB14_HUMAN,DNAJB14,DnaJ homolog subfamily B member 14 OS=Homo sapiens OX=9606 GN=DNAJB14 PE=1 SV=1,208221.33,204841.57,199743.92,174814.23,173608.29,185143.42,194672.34,176924.99,186573.59,213578.53,228198.02,214961.60,220958.18,236479.09,236296.93,184298.17,186501.37,192010.69
sp|Q9Y570|PPME1_HUMAN,PPME1,Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3,294334.78,304253.06,367428.96,396142.18,372604.53,410334.01,425778.76,306754.71,290886.26,312996.24,338461.95,310976.69,280944.09,228652.88,304284.34,448684.92,439836.81,393822.45
sp|Q96RP9|EFGM_HUMAN,GFM1,"Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2",1045743.96,1139034.46,1124539.41,996551.65,908442.75,1042547.41,859775.08,852936.47,866153.29,1301927.02,1370501.25,1291718.73,921267.90,907910.29,1138218.91,966322.00,919908.77,923092.60
sp|O43396|TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3,330795.96,336233.09,386742.46,359923.80,381987.36,384017.99,424039.87,333074.50,365619.10,332673.25,362057.41,319787.42,397402.43,322511.91,418355.06,418094.25,453420.32,388708.23
sp|O00178|GTPB1_HUMAN,GTPBP1,GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3,21613.44,20208.80,19040.64,18397.57,13581.12,13734.56,18190.99,25112.95,36524.22,19325.65,12990.78,12158.83,9943.33,10836.51,12359.68,23702.45,17533.05,11392.61
sp|Q9UNA1|RHG26_HUMAN,ARHGAP26,Rho GTPase-activating protein 26 OS=Homo sapiens OX=9606 GN=ARHGAP26 PE=1 SV=1,419895.37,497740.66,472563.61,572221.49,572184.16,596219.63,413172.25,462971.63,417557.17,489622.69,459677.98,462186.61,344012.20,331600.72,369007.21,387712.93,452148.40,387794.63
tr|B3KVP5|B3KVP5_HUMAN,NA,"cDNA FLJ41038 fis, clone KIDNE2001847, highly similar to Homo sapiens Rho GTPase activating protein 10 (ARHGAP10), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1",465773.11,435972.14,511809.18,534713.27,648827.26,567335.16,484723.37,435978.74,472850.48,432455.01,404508.95,411727.98,371725.67,338752.19,369900.63,392434.51,498136.21,379461.59
sp|P11532-4|DMD_HUMAN,DMD,Isoform 2 of Dystrophin OS=Homo sapiens OX=9606 GN=DMD,252709.92,545557.45,230244.19,178090.78,177626.21,178911.10,215737.81,247623.81,198308.46,243209.25,238062.53,241630.23,186515.96,224797.52,250923.67,198961.83,201389.95,265824.58
sp|Q9BYN8|RT26_HUMAN,MRPS26,"28S ribosomal protein S26, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS26 PE=1 SV=1",1892212.76,1849724.15,1798409.58,1712081.81,1647138.76,1774665.37,1496904.06,1523302.10,1623109.83,2201315.88,2265117.01,2204674.16,2612446.84,2642848.19,2550167.86,1677034.06,1650278.26,1669346.09
sp|Q6PML9|ZNT9_HUMAN,SLC30A9,Zinc transporter 9 OS=Homo sapiens OX=9606 GN=SLC30A9 PE=1 SV=1,658631.94,628104.10,631378.73,523699.08,499707.66,518184.30,516352.14,539075.01,568545.40,697571.97,696122.05,697305.08,692576.23,715687.88,708194.97,539317.22,546472.69,539070.46
sp|Q9C0H2|TTYH3_HUMAN,TTYH3,Protein tweety homolog 3 OS=Homo sapiens OX=9606 GN=TTYH3 PE=1 SV=3,472940.70,523382.51,466730.92,746823.37,713656.42,759873.01,406957.66,398752.03,388200.39,417117.94,405220.80,410691.15,460326.61,453739.38,449792.02,368325.28,337441.93,362840.55
sp|O75190|DNJB6_HUMAN,DNAJB6,DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2,61367.60,53439.47,55257.56,32129.52,34036.64,32935.70,58373.76,57030.78,54515.02,38834.44,45373.68,41168.87,38524.59,41027.62,37917.87,35118.24,35912.31,37832.62
sp|P51153|RAB13_HUMAN,RAB13,Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,2188398.76,2143066.67,2441959.12,2260172.52,2072421.85,2377361.46,2255212.62,2159713.11,2282495.35,2110502.72,2191178.81,2032395.44,1691234.35,1559789.64,1805092.07,2148968.40,2472968.12,2014039.51
sp|Q9BUT1|BDH2_HUMAN,BDH2,3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2,1248587.77,1263764.65,1217285.86,1443279.37,1507498.87,1478830.04,1461215.80,1578896.20,1612359.05,944548.88,914734.55,959778.88,1102484.18,1186065.05,1080213.83,1187863.76,1200602.51,1219532.21
sp|Q04828|AK1C1_HUMAN,AKR1C1,Aldo-keto reductase family 1 member C1 OS=Homo sapiens OX=9606 GN=AKR1C1 PE=1 SV=1,1449244.38,1490350.02,1428948.47,2148002.71,2140702.20,2182370.97,1540910.40,1742251.68,2062947.78,969802.75,914521.46,936431.65,1037375.26,1013828.35,1006630.47,1231583.59,1213676.08,1378185.38
sp|Q07065|CKAP4_HUMAN,CKAP4,Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,11845071.87,12435399.34,12047189.74,12659473.19,12149604.31,12998026.88,9218036.92,8094530.81,7932020.20,12384731.10,12855141.81,12260567.70,14995537.30,15211219.27,15374063.91,8418490.25,8491679.86,8769412.95
sp|Q9Y6U3|ADSV_HUMAN,SCIN,Adseverin OS=Homo sapiens OX=9606 GN=SCIN PE=1 SV=4,582987.51,569023.84,511718.10,1317194.36,1234788.85,1311530.10,549516.72,608822.52,694421.27,259858.70,251717.03,263447.29,288416.05,302149.25,259044.59,260558.93,241379.70,273249.50
sp|Q8N2F6|ARM10_HUMAN,ARMC10,Armadillo repeat-containing protein 10 OS=Homo sapiens OX=9606 GN=ARMC10 PE=1 SV=1,1163261.83,1173368.53,1136748.81,1043460.08,998406.37,1046259.33,883207.23,874083.72,891708.82,1264864.64,1226196.31,1238821.95,907320.44,923858.10,903222.63,886638.74,803100.09,823543.81
sp|Q9UIA9|XPO7_HUMAN,XPO7,Exportin-7 OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=3,454293.08,462524.50,450248.81,598495.50,584170.90,568474.46,483231.66,471799.25,464621.12,574430.30,579485.84,580209.33,430953.97,421700.77,477391.76,592774.34,672970.18,621409.66
sp|Q08AD1|CAMP2_HUMAN,CAMSAP2,Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,145237.99,142202.49,144223.55,152367.80,151191.05,154230.07,168202.90,165391.02,173015.91,137513.83,128622.24,131437.37,119252.64,112377.60,123324.89,163864.92,170347.69,157513.22
sp|Q9NRY4|RHG35_HUMAN,ARHGAP35,Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3,337285.72,310740.38,281684.21,318914.41,348561.96,295808.29,302008.60,423933.81,458910.36,355227.13,338911.34,370896.85,383686.43,446513.14,347490.58,330628.02,353502.01,383660.29
sp|P23786|CPT2_HUMAN,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2",1868401.04,1908524.20,2014092.77,1749733.98,1590676.49,1814307.34,1475298.66,1425578.18,1421412.80,2092921.62,2185792.34,2086168.37,1946018.09,1873741.46,2073662.01,1458946.64,1521378.11,1482346.41
sp|Q14C86|GAPD1_HUMAN,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2,256758.54,257592.39,262183.72,308599.40,320069.08,298575.71,309093.69,302971.33,298439.61,259740.74,257336.75,251905.96,282327.28,262650.76,282560.89,330378.05,311801.39,302923.40
sp|P48681|NEST_HUMAN,NES,Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,8050899.99,8225027.94,8383280.15,4398162.69,4216403.09,4402895.67,7668345.68,6950961.69,7194171.31,4714212.14,4745970.37,4656911.88,5207782.98,4849032.58,5210276.41,5097846.95,4089569.47,4588793.05
sp|Q7Z6B0|CCD91_HUMAN,CCDC91,Coiled-coil domain-containing protein 91 OS=Homo sapiens OX=9606 GN=CCDC91 PE=1 SV=2,467130.10,478330.76,490528.13,536478.77,513602.05,547587.35,596809.51,497312.29,505928.48,413060.33,420962.59,418786.15,468740.52,435773.95,464275.45,549232.94,559434.14,504767.60
sp|Q9UKU7|ACAD8_HUMAN,ACAD8,"Isobutyryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD8 PE=1 SV=1",562735.26,552151.58,608519.07,464500.72,460278.60,498429.84,455665.73,412386.23,522668.25,536424.78,570152.32,534275.21,458868.88,424867.51,492216.30,393338.89,461865.60,386405.34
sp|Q8TAQ2|SMRC2_HUMAN,SMARCC2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,3149201.25,3358720.58,3605802.46,2438220.78,2192056.01,2593088.87,3055107.35,2333730.09,2120080.61,4009226.62,4133038.72,3909075.97,2405175.73,2157024.94,2498821.25,3731731.97,3611074.11,3551455.87
sp|Q8TAQ2-2|SMRC2_HUMAN,SMARCC2,Isoform 2 of SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2,3167046.58,3326118.53,3566861.56,2410221.72,2156533.87,2559399.63,3062518.99,2279844.30,2065350.82,3988269.46,4260378.65,3909439.37,2496193.97,2210442.77,2548498.51,3688404.88,3664123.90,3528879.92
sp|P52209|6PGD_HUMAN,PGD,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",3475310.85,3602858.50,3886552.34,6047751.71,5803611.01,5973159.85,5076091.14,4622167.43,4044550.82,3616811.78,3712367.13,3505976.82,3691656.54,3257971.50,4065709.73,5418780.44,5367503.37,5136113.33
sp|Q9HD26|GOPC_HUMAN,GOPC,Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens OX=9606 GN=GOPC PE=1 SV=1,274856.02,282140.36,296869.56,294319.98,287980.03,298443.62,312716.02,285967.67,280078.23,225737.48,239976.14,241019.26,240493.40,227909.16,248613.83,247811.74,246457.21,244065.60
sp|Q15311|RBP1_HUMAN,RALBP1,RalA-binding protein 1 OS=Homo sapiens OX=9606 GN=RALBP1 PE=1 SV=3,333382.21,317657.06,333505.36,372227.68,379250.87,361391.69,359080.51,343522.29,370262.68,285626.90,290111.66,275379.41,298087.75,288218.56,299805.60,346116.19,344282.63,311710.09
sp|Q9UMF0|ICAM5_HUMAN,ICAM5,Intercellular adhesion molecule 5 OS=Homo sapiens OX=9606 GN=ICAM5 PE=1 SV=3,1798139.47,1804395.11,1704886.94,1211840.45,1139575.69,1390478.02,1705601.75,1796416.93,1781067.95,1500261.11,1422145.62,1389396.33,1201209.90,1041378.23,1025960.16,1398687.66,1400496.17,1304998.72
sp|Q96QG7|MTMR9_HUMAN,MTMR9,Myotubularin-related protein 9 OS=Homo sapiens OX=9606 GN=MTMR9 PE=1 SV=1,414136.20,403447.69,378305.12,512723.07,497545.37,522462.36,443942.61,431444.99,465277.81,347248.91,344918.48,342993.32,407165.88,405445.97,421972.07,402627.83,400717.89,392059.89
sp|Q8IYQ7|THNS1_HUMAN,THNSL1,Threonine synthase-like 1 OS=Homo sapiens OX=9606 GN=THNSL1 PE=1 SV=2,631049.93,629952.20,619747.97,513774.94,468108.41,510662.87,496513.85,508363.31,477557.19,712859.46,754459.79,747189.37,510616.42,523560.94,560017.73,534310.41,509998.45,534301.30
sp|Q9H9A6|LRC40_HUMAN,LRRC40,Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1,2171945.63,2226554.71,2272076.13,3231868.41,3866247.62,3180011.58,2606718.42,2671166.29,2567973.74,2263306.48,2200990.57,2217618.31,2020342.65,1986850.19,2153440.31,2791829.71,2928800.67,2713717.80
sp|P15927|RFA2_HUMAN,RPA2,Replication protein A 32 kDa subunit OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1,3285117.37,3357765.76,3369168.03,3058670.78,2884901.54,3027062.65,3640287.11,3720283.59,3693581.97,3070225.03,3070607.45,3113852.43,4181178.84,4145306.69,4033733.23,3885931.63,3992149.19,3878559.25
sp|O75787|RENR_HUMAN,ATP6AP2,Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2 PE=1 SV=2,391921.40,392385.66,392040.83,453983.01,469865.30,466390.17,327374.34,377158.71,363606.11,530752.18,540891.09,535476.32,696767.92,714573.49,677934.69,427315.76,421601.22,450625.30
sp|P55209|NP1L1_HUMAN,NAP1L1,Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,2195192.66,2277226.81,2497994.22,2162715.88,1697628.55,2205806.75,2345426.69,2409645.85,2404068.49,2412913.75,2216817.15,2376161.58,3240810.17,3572552.50,3094192.47,3006253.64,2971506.77,2780953.92
