protein,species,quant,EA100915_05,EA100915_06,EA100915_09,EA100915_10,EA100915_13,EA100915_14,EA100915_18,EA100915_21,EA100915_25,EA100915_26,EA100915_29,EA100915_30,EA100915_33,EA100915_34,EA100915_38,EA100915_41
>sp|P30519|HMOX2_HUMAN Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=2,human,dia,254004.2286,358989.0533,327699.6744,268940.3505,241833.3246,265029.0013,327067.1475,310245.9208,232191.2476,294185.9208,317806.4525,314288.924,252849.622,275331.4063,309632.1039,329026.3216
>sp|P30520|PURA2_HUMAN Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens GN=ADSS PE=1 SV=3,human,dia,248836.3184,408456.9546,351043.2739,308186.9532,396254.8791,437259.3106,365011.9036,393744.1497,291092.1689,372545.3582,435242.8654,328093.241,427321.7579,381621.854,392084.348,420224.4813
>sp|P30533|AMRP_HUMAN Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens GN=LRPAP1 PE=1 SV=1,human,dia,56777.58008,52780.31625,68234.44147,70169.06345,100906.6777,65561.95719,8122.192517,40720.41466,43351.65318,91714.70695,95710.07681,50401.1211,31890.05529,63908.93264,63319.50785,79062.48631
>sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2,human,dia,325080.8048,266556.5657,341812.1324,318505.0241,315771.6138,301209.8846,216856.5654,278873.271,227913.4384,313018.3473,225028.423,272914.0651,213089.3238,256302.9374,188491.3249,218506.041
>sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1,human,dia,308191.6758,296776.1998,266456.0207,435484.0029,282051.8405,295230.2902,228722.1416,291780.4407,341442.3589,389374.1645,207202.1127,381984.6482,253707.5535,461097.1187,314247.751,233540.8584
>sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1,human,dia,34563.08984,41052.76609,54705.51343,46969.04563,38187.62112,63125.77346,65904.12375,58979.80043,59057.49675,69517.21359,50323.46577,53392.01311,74887.45198,53819.04355,61270.46477,72114.83065
>sp|P30825|CTR1_HUMAN High affinity cationic amino acid transporter 1 OS=Homo sapiens GN=SLC7A1 PE=1 SV=1;>sp|P52569|CTR2_HUMAN Cationic amino acid transporter 2 OS=Homo sapiens GN=SLC7A2 PE=1 SV=2,human,dia,41858.14844,20736.47517,54684.45483,48494.14431,28678.13752,46831.90164,74743.0193,13555.88616,42899.1302,19987.24856,41884.84198,37656.77604,25333.86212,42061.71231,49264.59322,61858.27833
">sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens GN=ALDH1B1 PE=1 SV=3",human,dia,129170.4922,104305.4397,128283.8597,103657.8403,109295.3317,126775.5909,169241.6762,130611.7015,118828.0283,89184.18732,97982.14289,135348.7702,113926.5995,136088.1964,93056.1091,108766.7394
>sp|P30926|ACHB4_HUMAN Neuronal acetylcholine receptor subunit beta-4 OS=Homo sapiens GN=CHRNB4 PE=1 SV=2,human,dia,107131.0625,96379.38719,97845.34968,55805.82547,88588.56323,82716.94803,74546.89312,51277.83253,128200.7729,44831.47092,116764.9765,77237.06804,102538.2768,65558.68088,91917.37577,47821.06699
">sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2",human,dia,1247167.641,953710.6912,1163054.968,1192125.729,979842.3986,1157412.136,972253.2082,1105934.695,1088990.374,1012302.941,923004.5946,903389.0527,1066662.977,901159.2208,1118387.377,970184.3374
>sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2,human,dia,273908.375,361155.7247,458046.1772,439637.2357,380681.698,364648.5569,372503.305,381734.1971,493062.4315,448191.5455,353807.0086,546304.3228,436938.0081,431706.3876,415749.6533,307208.2082
>sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens GN=MAT2A PE=1 SV=1,human,dia,1076841.226,1457430.702,1204081.177,1099725.737,1197244.51,929482.5204,1249573.02,1125217.088,1283129.391,1116378.11,862987.8243,1134567.422,1230538.541,1307924.63,1332634.216,1260777.337
>sp|P31350|RIR2_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens GN=RRM2 PE=1 SV=1,human,dia,1291444.357,1254784.801,1458271.001,1256094.295,1278471.282,1461877.848,1411469.308,1289534.741,1384823.164,1578386.207,1341901.284,1344467.144,1439199.643,1414606.358,1377014.092,1363094.633
>sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2,human,dia,155579.5703,254192.3443,174847.9924,226722.4557,168192.0984,258520.3016,228231.1565,207978.3198,280070.3606,298100.6007,276953.3953,264456.0026,206541.3083,184876.6312,344996.6071,249803.8987
>sp|P31749|AKT1_HUMAN RAC-alpha serine/threonine-protein kinase OS=Homo sapiens GN=AKT1 PE=1 SV=2,human,dia,354448.4453,302605.9565,324805.8117,358095.8115,359980.4464,360212.7845,324077.7246,315236.1689,348264.1423,481539.79,293528.2333,347820.6132,391173.4813,447223.9078,349930.3448,384118.3182
">sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3",human,dia,3356665.539,3519616.492,3137579.101,3696045.554,3282086.375,3701612.291,3078755.428,2945752.517,3406709.482,3721108.171,3669379.87,3652899.386,3547365.593,3638845.237,3494436.247,3651502.238
">sp|P31937|3HIDH_HUMAN 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=HIBADH PE=1 SV=2",human,dia,631195.5294,817351.9465,738771.2388,765042.3542,671865.9517,635768.4239,810993.811,611687.4831,623600.7788,713533.7493,914181.7745,790157.886,592322.0023,814787.5364,636128.5222,639205.6729
>sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3,human,dia,11811451.45,10832185.78,11515192.83,11104539.66,10763544.56,11154913.13,10339608.81,11293952.33,10922379.93,10209417.68,10461435.04,10429676.06,10030206.36,10926685.24,10948705.43,11259357.17
>sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2,human,dia,1495689.106,1459292.907,1605674.757,1069115.699,1561381.997,1531277.353,1662100.72,1342342.671,1077401.789,1657000.379,1555961.501,1437841.826,1657582.94,1542713.002,1723939.203,1641260.269
>sp|P31943|HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4,human,dia,6859728.453,7148907.36,7004716.065,6614039.164,7453731.628,6389324.447,6938095.031,6942067.885,7046658.253,6868713.588,7172850.294,7867611.48,8645424.515,6279711.533,7509339.053,7568428.832
>sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3,human,dia,17321859.71,18599787.53,16426961.29,20569751.3,21473872.83,21688213.72,15912170.93,19071470.03,20971071.91,17816953.1,16193686.69,17456236.08,13518774.91,18475649.78,20369443.75,21260695.13
>sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1,human,dia,1798171.393,1714500.725,1837582.737,1574653.363,1639440.887,1446660.781,1633931.143,1703128.405,1750779.364,1803650.301,1840147.788,1437115.944,1840160.276,1826303.241,1313667.807,1819872.067
>sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1,human,dia,4459384.672,4379905.614,4272599.203,4389440.933,3811819.045,4272221.492,3996294.37,4449699.338,4244322.991,4332083.264,4397829.518,4527375.88,3987726.26,4459006.762,3717087.121,4183814.313
>sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2,human,dia,4034630.727,3001455.041,4098953.538,3067738.137,3353264.753,3064300.448,2851420.27,3505253.331,3650329.679,2173787.042,3129319.498,2600182.026,3692124.987,2933651.233,2084419.436,3593627.002
>sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5,human,dia,7236335.656,6916469.349,8255742.152,7283049.382,8530834.419,7150900.866,6593055.47,7280560.441,7382385.303,6809898.603,6689520.932,6532516.945,8450048.422,6926826.749,7830274.578,8445346.138
">sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2",human,dia,121619.8808,116353.8019,132428.9921,104925.7128,116803.3984,113587.2591,158916.9648,97866.92382,97003.32159,99631.32117,176510.5022,129877.908,177237.713,153264.4772,146672.9586,119374.8204
>sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1,human,dia,1736824.305,1700010.271,1397146.791,1774172.101,1276347.113,1401515.608,1338174.871,1385784.523,1476477.059,1931059.001,1420257.301,1699518.896,1760553.695,1710927.204,1621643.253,1747114.416
>sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1,human,dia,859148.6485,762581.26,863493.7134,923766.1644,940521.3509,926962.7365,795163.9343,1173986.799,844529.9479,713830.1814,832566.5526,719406.3045,903442.6915,917900.0777,810340.6733,934678.5649
>sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=1 SV=1,human,dia,758477.6377,625876.5208,643846.4745,662525.0153,733592.3945,635543.2227,662055.1723,681279.0463,912342.8816,719107.9689,777097.8373,608938.0286,762522.1759,732204.3421,546990.1318,678731.3349
">sp|P33316|DUT_HUMAN Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens GN=DUT PE=1 SV=4",human,dia,1789182.844,1956495.262,1655946.701,1806431.03,1898518.246,2272664.035,1971420.736,2258355.13,1851444.56,1911655.969,1865072.588,1769701.411,1849722.439,2241458.917,2107168.831,1789297.302
>sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,human,dia,2263547.426,2383431.332,2389816.894,2062681.505,2364760.983,1921545.084,2161339.639,2274326.229,2064150.651,2504269.015,2114508.049,2591564.799,1906475.958,2449659.893,2089934.14,2100555.419
>sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5,human,dia,2741182.986,2979185.444,3101116.349,2685702.811,2728098.204,2984805.725,3073426.564,2974851.938,2355060.773,2810366.4,2996577.586,2785367.891,2766657.424,2429990.474,2985741.485,3106307.882
>sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4,human,dia,2508091.586,2378483.847,2747141.941,2994735.961,2321831.232,2752852.266,2659922.176,2623476.634,2706466.274,2301605.725,2574630.152,2818570.808,2741610.797,2577611.532,3207610.751,2786659.308
>sp|P34059|GALNS_HUMAN N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1,human,dia,122763.2656,160578.6823,143780.1495,159658.9691,185266.2031,123078.4587,153819.2424,150177.0982,172040.2283,151973.8676,119749.1411,160725.6851,178297.7487,150404.3641,163089.5402,143793.0491
">sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens GN=SHMT1 PE=1 SV=1",human,dia,149823.144,158123.8985,175184.2129,149680.3162,190532.9966,152429.6234,217052.9154,153562.9065,140754.311,224327.6259,115999.627,147176.7816,150557.9065,213062.4186,161263.1807,206730.1873
">sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3",human,dia,4030986.961,3032575.657,3415214.307,4244944.601,3316875.646,3801064.517,3751542.637,3943049.644,3416820.628,3541568.904,3460075.099,3767946.149,3455946.308,3642094.045,3454770.48,3943646.197
>sp|P34931|HS71L_HUMAN Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2,human,dia,687199,491363.3392,864033.6449,781751.8474,723637.7755,782864.3082,783653.6179,859290.2628,711219.7719,501056.314,624660.0652,709045.9592,724004.3297,685552.343,612709.5921,570831.8321
>sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4,human,dia,1001184.641,1320054.079,1545225.636,1370489.6,1447315.247,1272392.323,1407257.573,1342855.118,1335694.524,1381912.369,1357430.264,1323772.171,1327608.414,1357263.123,1335873.804,1383798.688
>sp|P35080|PROF2_HUMAN Profilin-2 OS=Homo sapiens GN=PFN2 PE=1 SV=3,human,dia,813565.1603,664066.2613,842929.8773,838640.2513,1001120.376,681752.0159,669933.8476,884214.6256,850199.7527,644414.8831,872938.9629,802812.9435,1056951.19,861947.0084,847543.363,857343.9325
>sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1,human,dia,4566254.057,4156204.681,4877618.127,4472623.456,4612188.706,4562550.106,4720214.101,4886888.531,5015950.14,4390715.509,4417359.921,4411765.561,4986005.886,4051382.309,4519833.945,4708876.899
>sp|P35222|CTNB1_HUMAN Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1,human,dia,1387690.089,1346846.793,1221598.324,1282659.171,1110027.437,1248175.665,1097695.114,1066733.519,1085646.12,1217020.392,1247671.22,1269725.797,1181092.923,1226536.53,1274628.352,1295953.931
>sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1,human,dia,10513716.25,10066167.01,10729422.85,11293373.01,10582269.23,9188955.814,9827868.651,11794979.54,11032490.64,9586641.684,11436686.01,10251310.82,10835308.66,10636525,10799658.52,9787033.712
>sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3,human,dia,355200.6446,331759.0446,429870.4329,389412.3873,440032.8708,416402.7102,414984.0611,369587.5951,414054.6391,517414.9604,330295.629,417146.7696,467567.9792,433566.067,318024.2533,374754.7804
>sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens GN=RDX PE=1 SV=1,human,dia,2125686.562,2173529.222,2158045.321,2282358.344,2109618.841,2202542.172,2317937.418,2164038.72,2110664.533,2629083.45,2733618.869,2453854.462,2185779.453,2450944.455,1951511.809,2360301.975
>sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens GN=RPA3 PE=1 SV=1,human,dia,425328.7559,394624.6734,325598.7388,413449.104,268732.7936,379586.1167,419548.9362,329184.3364,546367.3181,484338.2276,343705.3354,364379.4676,396278.6546,492274.3079,347361.0359,360326.3324
>sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3,human,dia,94602.99024,63432.37549,121201.6666,101828.5112,83003.87034,96212.41658,66481.54583,67806.68252,112009.8597,93549.09126,97837.44514,90419.67149,108131.4361,96897.42873,80980.40284,70813.05218
>sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2,human,dia,2165875.344,2326336.671,2129505.648,2745310.788,2357537.721,2921104.387,2267787.36,2308456.072,2417285.554,2589103.721,2748877.448,2705316.722,2136561.487,1624834.078,2340065.973,2216437.375
>sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens GN=SPR PE=1 SV=1,human,dia,1468934.848,1484543.729,1590082.721,1365193.615,1437860.79,1512511.001,1662915.512,1617036.757,1438515.838,1386526.908,1526521.49,1650669.075,1609077.379,1502632.839,1327412.373,1695166.328
>sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4,human,dia,4273586.518,3911199.15,4323856.877,3760242.578,3800285.325,3937938.95,4011434.934,4056584.288,3670452.705,4112992.442,4063959.738,4098049.852,4305968.556,4152089.379,4233814.811,4244649.368
>sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3,human,dia,1119296.317,1446238.8,1423659.396,1362425.452,1382115.345,1358808.738,1515576.928,1377205.425,1678122.657,1556735.21,1253185.952,1461070.114,1657229.418,1462072.16,1389339.118,1627127.825
>sp|P35606|COPB2_HUMAN Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2,human,dia,1375731.447,1498969.896,1282829.06,1475854.786,1384545.769,1403190.012,1293193.018,1310519.529,1459155.754,1317259.29,1406477.944,1440941.187,1519396.274,1351478.603,1656665.78,1330735.267
>sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens GN=BSG PE=1 SV=2,human,dia,107107.2813,85499.45362,162707.5947,187551.3842,167219.4254,117140.152,117244.5361,110747.3172,101668.2576,135492.0945,169069.3549,129619.3397,184936.7391,218138.1904,125650.8541,98813.4046
>sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1,human,dia,3097088.594,3166121.833,2987540.01,2009652.52,3324616.695,2614345.633,2208269.054,2417851.447,3397281.506,3155345.246,3123896.643,3178288.925,2782809.307,2283946.292,2883174.872,3025872.038
>sp|P35658|NU214_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2,human,dia,82961.76172,50388.53492,98922.49994,91558.83647,39911.26195,86631.63121,82088.5052,60653.21932,91577.77643,102555.9187,63211.51093,110894.8193,122375.4317,76202.03449,57780.75962,81845.05649
>sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1,human,dia,1187100.086,1112433.011,1108679.811,1202629.928,987955.5133,1249264.543,959777.6684,1506306.694,1434215.738,1004228.806,1181425.088,1119741.32,1334136.743,1274157.13,1113155.467,1201431.503
>sp|P35813|PPM1A_HUMAN Protein phosphatase 1A OS=Homo sapiens GN=PPM1A PE=1 SV=1,human,dia,139344.9063,156012.3743,52897.77194,123966.6825,183062.8602,217324.2869,93668.06483,159410.2891,192221.0558,60545.92049,163429.0035,120124.651,81049.82335,129065.7787,167190.7839,74319.34656
">sp|P35914|HMGCL_HUMAN Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens GN=HMGCL PE=1 SV=2",human,dia,68849.64063,49126.92852,65617.1596,44374.40815,41215.14325,26959.7501,66876.6841,41708.33927,26196.93177,27735.98487,40276.00873,20144.41316,69538.57199,68371.31099,33786.63872,25604.53023
>sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3,human,dia,4751932.287,5069573.791,5330206.017,4749367.73,5067619.275,4479556.168,4300017.784,5441157.686,5579373.719,4829642.391,4723878.752,5428317.038,4787105.056,5670832.176,5487714.032,5075563.303
>sp|P36405|ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens GN=ARL3 PE=1 SV=2,human,dia,335799.1419,294970.7014,348850.969,348362.7784,309650.3208,285596.7593,363087.5152,322159.0415,246745.4547,348435.0009,356392.3324,352341.266,350018.8524,335501.443,408772.1427,360220.6741
">sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1",human,dia,1875810.769,2242327.781,1945451.574,1982903.087,2016997.955,1960475.793,2253596.564,1675344.43,2181512.075,2135108.12,1537104.657,1763325.902,1908316.636,2014775.085,2448019.334,2080180.954
>sp|P36543|VATE1_HUMAN V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1,human,dia,291432.4443,310788.7984,423480.3842,434254.4078,252406.0281,319079.1791,343463.667,327845.7307,295204.5714,361492.3394,368871.0782,413128.8099,392453.4224,357590.7962,356856.2207,352764.0505
>sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5,human,dia,12891134.94,12834102.99,14023247.71,11641799.7,10632817.91,13803145.2,13210355.9,12392436.12,11164617.56,12907275.81,13380073.96,12863268.61,12361484.6,13006477.07,12530203.11,13915572.2
">sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2",human,dia,1616651.036,1507320.838,1765971.223,1459608.452,1755310.046,1439710.292,1703601.527,1623079.03,1418551.893,1597625.33,1497584.364,1507751.7,1435207.348,1427721.134,1618648.98,1509170.264
>sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,human,dia,238222.3333,221376.7912,262381.131,205069.2193,196739.3881,197763.1752,186844.4053,216694.9122,214093.6415,319750.4066,230488.219,256730.4347,237981.2002,252489.6688,216725.0622,157041.8446
>sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1,human,dia,3685550.594,3616047.039,4021854.431,3746067.653,3335071.116,3795228.358,3680047.481,3502077.904,3636984.075,3245082.016,3186082.54,3814214.563,3480914.462,3041866.876,3922493.524,3149228.996
">sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4",human,dia,2181083.344,2147822.61,1890499.328,2107179.662,2153482.405,2017671.453,2236354.237,1852762.948,2117445.207,2084917.288,1832045.789,1841050.968,2113244.127,1997745.879,1864796.502,2036541.636
>sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2,human,dia,1199240.951,1156874.368,1329713.458,1311198.474,1384455.218,1055303.193,1299495.945,1184263.49,1277319.574,1375436.636,1300732.064,1214560.361,1529284.969,1055144.445,1373684.916,1445990.63
>sp|P37198|NUP62_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3,human,dia,139553.0781,171696.9263,189122.6901,237344.9482,186621.5654,159930.7322,160811.015,98409.42298,174985.5934,147439.8618,179246.3087,152794.5971,194929.5937,155275.5726,141877.5027,121427.0583
>sp|P37235|HPCL1_HUMAN Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3;>sp|P61601|NCALD_HUMAN Neurocalcin-delta OS=Homo sapiens GN=NCALD PE=1 SV=2;>sp|P84074|HPCA_HUMAN Neuron-specific calcium-binding protein hippocalcin OS=Homo sapiens GN=HPCA PE=1 SV=2,human,dia,193505.7188,161455.6417,182556.9535,194487.9905,192756.9054,227341.5147,283139.3716,236831.8917,98741.07004,168337.7107,241803.5039,211559.5269,213651.0741,219728.8239,203150.1515,242862.0683
>sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens GN=FDFT1 PE=1 SV=1,human,dia,82580.48535,115869.3927,84511.07161,91057.86216,107398.5543,73091.58617,112012.8215,68752.92214,84041.38441,102490.6221,148490.2715,128377.4447,127416.7697,133119.4463,115841.1728,125302.8238
